Key,Remarks,id,aptitude,growUp
60322201_29,,60322201,29,物理防御_29|
60322201_30,,60322201,30,物理防御_30|
60322301_1,,60322301,1,物理防御_1|
60322301_2,,60322301,2,物理防御_2|
60322301_3,,60322301,3,物理防御_3|
60322301_4,,60322301,4,物理防御_4|
60322301_5,,60322301,5,物理防御_5|
60322301_6,,60322301,6,物理防御_6|
60322301_7,,60322301,7,物理防御_7|
60322301_8,,60322301,8,物理防御_8|
60322301_9,,60322301,9,物理防御_9|
60322301_10,,60322301,10,物理防御_10|
60322301_11,,60322301,11,物理防御_11|
60322301_12,,60322301,12,物理防御_12|
60322301_13,,60322301,13,物理防御_13|
60322301_14,,60322301,14,物理防御_14|
60322301_15,,60322301,15,物理防御_15|
60322301_16,,60322301,16,物理防御_16|
60322301_17,,60322301,17,物理防御_17|
60322301_18,,60322301,18,物理防御_18|
60322301_19,,60322301,19,物理防御_19|
60322301_20,,60322301,20,物理防御_20|
60322301_21,,60322301,21,物理防御_21|
60322301_22,,60322301,22,物理防御_22|
60322301_23,,60322301,23,物理防御_23|
60322301_24,,60322301,24,物理防御_24|
60322301_25,,60322301,25,物理防御_25|
60322301_26,,60322301,26,物理防御_26|
60322301_27,,60322301,27,物理防御_27|
60322301_28,,60322301,28,物理防御_28|
60322301_29,,60322301,29,物理防御_29|
60322301_30,,60322301,30,物理防御_30|
60322102_1,,60322102,1,伤害增加_1|
60322102_2,,60322102,2,伤害增加_1|
60322102_3,,60322102,3,伤害增加_1|
60322102_4,,60322102,4,伤害增加_1|
60322102_5,,60322102,5,伤害增加_1|
60322102_6,,60322102,6,伤害增加_1|
60322102_7,,60322102,7,伤害增加_1|
60322102_8,,60322102,8,伤害增加_1|
60322102_9,,60322102,9,伤害增加_1|
60322102_10,,60322102,10,伤害增加_1|
60322102_11,,60322102,11,伤害增加_1|
60322102_12,,60322102,12,伤害增加_1|
60322102_13,,60322102,13,伤害增加_1|
60322102_14,,60322102,14,伤害增加_1|
60322102_15,,60322102,15,伤害增加_1|
60322102_16,,60322102,16,伤害增加_1|
60322102_17,,60322102,17,伤害增加_2|
60322102_18,,60322102,18,伤害增加_2|
60322102_19,,60322102,19,伤害增加_2|
60322102_20,,60322102,20,伤害增加_2|
60322102_21,,60322102,21,伤害增加_2|
60322102_22,,60322102,22,伤害增加_2|
60322102_23,,60322102,23,伤害增加_2|
60322102_24,,60322102,24,伤害增加_2|
60322102_25,,60322102,25,伤害增加_2|
60322102_26,,60322102,26,伤害增加_2|
60322102_27,,60322102,27,伤害增加_3|
60322102_28,,60322102,28,伤害增加_3|
60322102_29,,60322102,29,伤害增加_3|
60322102_30,,60322102,30,伤害增加_3|
60322202_1,,60322202,1,伤害增加_1|
60322202_2,,60322202,2,伤害增加_1|
60322202_3,,60322202,3,伤害增加_1|
60322202_4,,60322202,4,伤害增加_1|
60322202_5,,60322202,5,伤害增加_1|
60322202_6,,60322202,6,伤害增加_1|
60322202_7,,60322202,7,伤害增加_1|
60322202_8,,60322202,8,伤害增加_1|
60322202_9,,60322202,9,伤害增加_1|
60322202_10,,60322202,10,伤害增加_1|
60322202_11,,60322202,11,伤害增加_1|
60322202_12,,60322202,12,伤害增加_1|
60322202_13,,60322202,13,伤害增加_1|
60322202_14,,60322202,14,伤害增加_1|
60322202_15,,60322202,15,伤害增加_1|
60322202_16,,60322202,16,伤害增加_1|
60322202_17,,60322202,17,伤害增加_2|
60322202_18,,60322202,18,伤害增加_2|
60322202_19,,60322202,19,伤害增加_2|
60322202_20,,60322202,20,伤害增加_2|
60322202_21,,60322202,21,伤害增加_2|
60322202_22,,60322202,22,伤害增加_2|
60322202_23,,60322202,23,伤害增加_2|
60322202_24,,60322202,24,伤害增加_2|
60322202_25,,60322202,25,伤害增加_2|
60322202_26,,60322202,26,伤害增加_2|
60322202_27,,60322202,27,伤害增加_3|
60322202_28,,60322202,28,伤害增加_3|
60322202_29,,60322202,29,伤害增加_3|
60322202_30,,60322202,30,伤害增加_3|
60322302_1,,60322302,1,伤害增加_1|
60322302_2,,60322302,2,伤害增加_1|
60322302_3,,60322302,3,伤害增加_1|
60322302_4,,60322302,4,伤害增加_1|
60322302_5,,60322302,5,伤害增加_1|
60322302_6,,60322302,6,伤害增加_1|
60322302_7,,60322302,7,伤害增加_1|
60322302_8,,60322302,8,伤害增加_1|
60322302_9,,60322302,9,伤害增加_1|
60322302_10,,60322302,10,伤害增加_1|
60322302_11,,60322302,11,伤害增加_1|
60322302_12,,60322302,12,伤害增加_1|
60322302_13,,60322302,13,伤害增加_1|
60322302_14,,60322302,14,伤害增加_1|
60322302_15,,60322302,15,伤害增加_1|
60322302_16,,60322302,16,伤害增加_1|
60322302_17,,60322302,17,伤害增加_2|
60322302_18,,60322302,18,伤害增加_2|
60322302_19,,60322302,19,伤害增加_2|
60322302_20,,60322302,20,伤害增加_2|
60322302_21,,60322302,21,伤害增加_2|
60322302_22,,60322302,22,伤害增加_2|
60322302_23,,60322302,23,伤害增加_2|
60322302_24,,60322302,24,伤害增加_2|
60322302_25,,60322302,25,伤害增加_2|
60322302_26,,60322302,26,伤害增加_2|
60322302_27,,60322302,27,伤害增加_3|
60322302_28,,60322302,28,伤害增加_3|
60322302_29,,60322302,29,伤害增加_3|
60322302_30,,60322302,30,伤害增加_3|
60323101_1,,60323101,1,物理防御_1|
60323101_2,,60323101,2,物理防御_2|
60323101_3,,60323101,3,物理防御_3|
60323101_4,,60323101,4,物理防御_4|
60323101_5,,60323101,5,物理防御_5|
60323101_6,,60323101,6,物理防御_6|
60323101_7,,60323101,7,物理防御_7|
60323101_8,,60323101,8,物理防御_8|
60323101_9,,60323101,9,物理防御_9|
60323101_10,,60323101,10,物理防御_10|
60323101_11,,60323101,11,物理防御_11|
60323101_12,,60323101,12,物理防御_12|
60323101_13,,60323101,13,物理防御_13|
60323101_14,,60323101,14,物理防御_14|
60323101_15,,60323101,15,物理防御_15|
60323101_16,,60323101,16,物理防御_16|
60323101_17,,60323101,17,物理防御_17|
60323101_18,,60323101,18,物理防御_18|
60323101_19,,60323101,19,物理防御_19|
60323101_20,,60323101,20,物理防御_20|
60323101_21,,60323101,21,物理防御_21|
60323101_22,,60323101,22,物理防御_22|
60323101_23,,60323101,23,物理防御_23|
60323101_24,,60323101,24,物理防御_24|
60323101_25,,60323101,25,物理防御_25|
60323101_26,,60323101,26,物理防御_26|
60323101_27,,60323101,27,物理防御_27|
60323101_28,,60323101,28,物理防御_28|
60323101_29,,60323101,29,物理防御_29|
60323101_30,,60323101,30,物理防御_30|
60323102_1,,60323102,1,伤害增加_1|
60323102_2,,60323102,2,伤害增加_1|
60323102_3,,60323102,3,伤害增加_1|
60323102_4,,60323102,4,伤害增加_1|
60323102_5,,60323102,5,伤害增加_1|
60323102_6,,60323102,6,伤害增加_1|
60323102_7,,60323102,7,伤害增加_1|
60323102_8,,60323102,8,伤害增加_1|
60323102_9,,60323102,9,伤害增加_1|
60323102_10,,60323102,10,伤害增加_1|
60323102_11,,60323102,11,伤害增加_1|
60323102_12,,60323102,12,伤害增加_1|
60323102_13,,60323102,13,伤害增加_1|
60323102_14,,60323102,14,伤害增加_1|
60323102_15,,60323102,15,伤害增加_1|
60323102_16,,60323102,16,伤害增加_1|
60323102_17,,60323102,17,伤害增加_2|
60323102_18,,60323102,18,伤害增加_2|
60323102_19,,60323102,19,伤害增加_2|
60323102_20,,60323102,20,伤害增加_2|
60323102_21,,60323102,21,伤害增加_2|
60323102_22,,60323102,22,伤害增加_2|
60323102_23,,60323102,23,伤害增加_2|
60323102_24,,60323102,24,伤害增加_2|
60323102_25,,60323102,25,伤害增加_2|
60323102_26,,60323102,26,伤害增加_2|
60323102_27,,60323102,27,伤害增加_3|
60323102_28,,60323102,28,伤害增加_3|
60323102_29,,60323102,29,伤害增加_3|
60323102_30,,60323102,30,伤害增加_3|
60323103_1,,60323103,1,伤害减免_1|
60323103_2,,60323103,2,伤害减免_1|
60323103_3,,60323103,3,伤害减免_1|
60323103_4,,60323103,4,伤害减免_1|
60323103_5,,60323103,5,伤害减免_1|
60323103_6,,60323103,6,伤害减免_1|
60323103_7,,60323103,7,伤害减免_1|
60323103_8,,60323103,8,伤害减免_1|
60323103_9,,60323103,9,伤害减免_1|
60323103_10,,60323103,10,伤害减免_1|
60323103_11,,60323103,11,伤害减免_1|
60323103_12,,60323103,12,伤害减免_1|
60323103_13,,60323103,13,伤害减免_1|
60323103_14,,60323103,14,伤害减免_1|
60323103_15,,60323103,15,伤害减免_1|
60323103_16,,60323103,16,伤害减免_1|
60323103_17,,60323103,17,伤害减免_2|
60323103_18,,60323103,18,伤害减免_2|
60323103_19,,60323103,19,伤害减免_2|
60323103_20,,60323103,20,伤害减免_2|
60323103_21,,60323103,21,伤害减免_2|
60323103_22,,60323103,22,伤害减免_2|
60323103_23,,60323103,23,伤害减免_2|
60323103_24,,60323103,24,伤害减免_2|
60323103_25,,60323103,25,伤害减免_2|
60323103_26,,60323103,26,伤害减免_2|
60323103_27,,60323103,27,伤害减免_3|
60323103_28,,60323103,28,伤害减免_3|
60323103_29,,60323103,29,伤害减免_3|
60323103_30,,60323103,30,伤害减免_3|
60330101_1,,60330101,1,法术防御_1|
60330101_2,,60330101,2,法术防御_2|
60330101_3,,60330101,3,法术防御_3|
60330101_4,,60330101,4,法术防御_4|
60330101_5,,60330101,5,法术防御_5|
60330101_6,,60330101,6,法术防御_6|
60330101_7,,60330101,7,法术防御_7|
60330101_8,,60330101,8,法术防御_8|
60330101_9,,60330101,9,法术防御_9|
60330101_10,,60330101,10,法术防御_10|
60330101_11,,60330101,11,法术防御_11|
60330101_12,,60330101,12,法术防御_12|
60330101_13,,60330101,13,法术防御_13|
60330101_14,,60330101,14,法术防御_14|
60330101_15,,60330101,15,法术防御_15|
60330101_16,,60330101,16,法术防御_16|
60330101_17,,60330101,17,法术防御_17|
60330101_18,,60330101,18,法术防御_18|
60330101_19,,60330101,19,法术防御_19|
60330101_20,,60330101,20,法术防御_20|
60330101_21,,60330101,21,法术防御_21|
60330101_22,,60330101,22,法术防御_22|
60330101_23,,60330101,23,法术防御_23|
60330101_24,,60330101,24,法术防御_24|
60330101_25,,60330101,25,法术防御_25|
60330101_26,,60330101,26,法术防御_26|
60330101_27,,60330101,27,法术防御_27|
60330101_28,,60330101,28,法术防御_28|
60330101_29,,60330101,29,法术防御_29|
60330101_30,,60330101,30,法术防御_30|
60330201_1,,60330201,1,法术防御_1|
60330201_2,,60330201,2,法术防御_2|
60330201_3,,60330201,3,法术防御_3|
60330201_4,,60330201,4,法术防御_4|
60330201_5,,60330201,5,法术防御_5|
60330201_6,,60330201,6,法术防御_6|
60330201_7,,60330201,7,法术防御_7|
60330201_8,,60330201,8,法术防御_8|
60330201_9,,60330201,9,法术防御_9|
60330201_10,,60330201,10,法术防御_10|
60330201_11,,60330201,11,法术防御_11|
60330201_12,,60330201,12,法术防御_12|
60330201_13,,60330201,13,法术防御_13|
60330201_14,,60330201,14,法术防御_14|
60330201_15,,60330201,15,法术防御_15|
60330201_16,,60330201,16,法术防御_16|
60330201_17,,60330201,17,法术防御_17|
60330201_18,,60330201,18,法术防御_18|
60330201_19,,60330201,19,法术防御_19|
60330201_20,,60330201,20,法术防御_20|
60330201_21,,60330201,21,法术防御_21|
60330201_22,,60330201,22,法术防御_22|
60330201_23,,60330201,23,法术防御_23|
60330201_24,,60330201,24,法术防御_24|
60330201_25,,60330201,25,法术防御_25|
60330201_26,,60330201,26,法术防御_26|
60330201_27,,60330201,27,法术防御_27|
60330201_28,,60330201,28,法术防御_28|
60330201_29,,60330201,29,法术防御_29|
60330201_30,,60330201,30,法术防御_30|
60331101_1,,60331101,1,法术防御_1|
60331101_2,,60331101,2,法术防御_2|
60331101_3,,60331101,3,法术防御_3|
60331101_4,,60331101,4,法术防御_4|
60331101_5,,60331101,5,法术防御_5|
60331101_6,,60331101,6,法术防御_6|
60331101_7,,60331101,7,法术防御_7|
60331101_8,,60331101,8,法术防御_8|
60331101_9,,60331101,9,法术防御_9|
60331101_10,,60331101,10,法术防御_10|
60331101_11,,60331101,11,法术防御_11|
60331101_12,,60331101,12,法术防御_12|
60331101_13,,60331101,13,法术防御_13|
60331101_14,,60331101,14,法术防御_14|
60331101_15,,60331101,15,法术防御_15|
60331101_16,,60331101,16,法术防御_16|
60331101_17,,60331101,17,法术防御_17|
60331101_18,,60331101,18,法术防御_18|
60331101_19,,60331101,19,法术防御_19|
60331101_20,,60331101,20,法术防御_20|
60331101_21,,60331101,21,法术防御_21|
60331101_22,,60331101,22,法术防御_22|
60331101_23,,60331101,23,法术防御_23|
60331101_24,,60331101,24,法术防御_24|
60331101_25,,60331101,25,法术防御_25|
60331101_26,,60331101,26,法术防御_26|
60331101_27,,60331101,27,法术防御_27|
60331101_28,,60331101,28,法术防御_28|
60331101_29,,60331101,29,法术防御_29|
60331101_30,,60331101,30,法术防御_30|
60331201_1,,60331201,1,法术防御_1|
60331201_2,,60331201,2,法术防御_2|
60331201_3,,60331201,3,法术防御_3|
60331201_4,,60331201,4,法术防御_4|
60331201_5,,60331201,5,法术防御_5|
60331201_6,,60331201,6,法术防御_6|
60331201_7,,60331201,7,法术防御_7|
60331201_8,,60331201,8,法术防御_8|
60331201_9,,60331201,9,法术防御_9|
60331201_10,,60331201,10,法术防御_10|
60331201_11,,60331201,11,法术防御_11|
60331201_12,,60331201,12,法术防御_12|
60331201_13,,60331201,13,法术防御_13|
60331201_14,,60331201,14,法术防御_14|
60331201_15,,60331201,15,法术防御_15|
60331201_16,,60331201,16,法术防御_16|
60331201_17,,60331201,17,法术防御_17|
60331201_18,,60331201,18,法术防御_18|
60331201_19,,60331201,19,法术防御_19|
60331201_20,,60331201,20,法术防御_20|
60331201_21,,60331201,21,法术防御_21|
60331201_22,,60331201,22,法术防御_22|
60331201_23,,60331201,23,法术防御_23|
60331201_24,,60331201,24,法术防御_24|
60331201_25,,60331201,25,法术防御_25|
60331201_26,,60331201,26,法术防御_26|
60331201_27,,60331201,27,法术防御_27|
60331201_28,,60331201,28,法术防御_28|
60331201_29,,60331201,29,法术防御_29|
60331201_30,,60331201,30,法术防御_30|
60331102_1,,60331102,1,伤害增加_1|
60331102_2,,60331102,2,伤害增加_1|
60331102_3,,60331102,3,伤害增加_1|
60331102_4,,60331102,4,伤害增加_1|
60331102_5,,60331102,5,伤害增加_1|
60331102_6,,60331102,6,伤害增加_1|
60331102_7,,60331102,7,伤害增加_1|
60331102_8,,60331102,8,伤害增加_1|
60331102_9,,60331102,9,伤害增加_1|
60331102_10,,60331102,10,伤害增加_1|
60331102_11,,60331102,11,伤害增加_1|
60331102_12,,60331102,12,伤害增加_1|
60331102_13,,60331102,13,伤害增加_1|
60331102_14,,60331102,14,伤害增加_1|
60331102_15,,60331102,15,伤害增加_1|
60331102_16,,60331102,16,伤害增加_1|
60331102_17,,60331102,17,伤害增加_2|
60331102_18,,60331102,18,伤害增加_2|
60331102_19,,60331102,19,伤害增加_2|
60331102_20,,60331102,20,伤害增加_2|
60331102_21,,60331102,21,伤害增加_2|
60331102_22,,60331102,22,伤害增加_2|
60331102_23,,60331102,23,伤害增加_2|
60331102_24,,60331102,24,伤害增加_2|
60331102_25,,60331102,25,伤害增加_2|
60331102_26,,60331102,26,伤害增加_2|
60331102_27,,60331102,27,伤害增加_3|
60331102_28,,60331102,28,伤害增加_3|
60331102_29,,60331102,29,伤害增加_3|
60331102_30,,60331102,30,伤害增加_3|
60331202_1,,60331202,1,伤害增加_1|
60331202_2,,60331202,2,伤害增加_1|
60331202_3,,60331202,3,伤害增加_1|
60331202_4,,60331202,4,伤害增加_1|
60331202_5,,60331202,5,伤害增加_1|
60331202_6,,60331202,6,伤害增加_1|
60331202_7,,60331202,7,伤害增加_1|
60331202_8,,60331202,8,伤害增加_1|
60331202_9,,60331202,9,伤害增加_1|
60331202_10,,60331202,10,伤害增加_1|
60331202_11,,60331202,11,伤害增加_1|
60331202_12,,60331202,12,伤害增加_1|
60331202_13,,60331202,13,伤害增加_1|
60331202_14,,60331202,14,伤害增加_1|
60331202_15,,60331202,15,伤害增加_1|
60331202_16,,60331202,16,伤害增加_1|
60331202_17,,60331202,17,伤害增加_2|
60331202_18,,60331202,18,伤害增加_2|
60331202_19,,60331202,19,伤害增加_2|
60331202_20,,60331202,20,伤害增加_2|
60331202_21,,60331202,21,伤害增加_2|
60331202_22,,60331202,22,伤害增加_2|
60331202_23,,60331202,23,伤害增加_2|
60331202_24,,60331202,24,伤害增加_2|
60331202_25,,60331202,25,伤害增加_2|
60331202_26,,60331202,26,伤害增加_2|
60331202_27,,60331202,27,伤害增加_3|
60331202_28,,60331202,28,伤害增加_3|
60331202_29,,60331202,29,伤害增加_3|
60331202_30,,60331202,30,伤害增加_3|
60332101_1,,60332101,1,法术防御_1|
60332101_2,,60332101,2,法术防御_2|
60332101_3,,60332101,3,法术防御_3|
60332101_4,,60332101,4,法术防御_4|
60332101_5,,60332101,5,法术防御_5|
60332101_6,,60332101,6,法术防御_6|
60332101_7,,60332101,7,法术防御_7|
60332101_8,,60332101,8,法术防御_8|
60332101_9,,60332101,9,法术防御_9|
60332101_10,,60332101,10,法术防御_10|
60332101_11,,60332101,11,法术防御_11|
60332101_12,,60332101,12,法术防御_12|
60332101_13,,60332101,13,法术防御_13|
60332101_14,,60332101,14,法术防御_14|
60332101_15,,60332101,15,法术防御_15|
60332101_16,,60332101,16,法术防御_16|
60332101_17,,60332101,17,法术防御_17|
60332101_18,,60332101,18,法术防御_18|
60332101_19,,60332101,19,法术防御_19|
60332101_20,,60332101,20,法术防御_20|
60332101_21,,60332101,21,法术防御_21|
60332101_22,,60332101,22,法术防御_22|
60332101_23,,60332101,23,法术防御_23|
60332101_24,,60332101,24,法术防御_24|
60332101_25,,60332101,25,法术防御_25|
60332101_26,,60332101,26,法术防御_26|
60332101_27,,60332101,27,法术防御_27|
60332101_28,,60332101,28,法术防御_28|
60332101_29,,60332101,29,法术防御_29|
60332101_30,,60332101,30,法术防御_30|
60332201_1,,60332201,1,法术防御_1|
60332201_2,,60332201,2,法术防御_2|
60332201_3,,60332201,3,法术防御_3|
60332201_4,,60332201,4,法术防御_4|
60332201_5,,60332201,5,法术防御_5|
60332201_6,,60332201,6,法术防御_6|
60332201_7,,60332201,7,法术防御_7|
60332201_8,,60332201,8,法术防御_8|
60332201_9,,60332201,9,法术防御_9|
60332201_10,,60332201,10,法术防御_10|
60332201_11,,60332201,11,法术防御_11|
60332201_12,,60332201,12,法术防御_12|
60332201_13,,60332201,13,法术防御_13|
60332201_14,,60332201,14,法术防御_14|
60332201_15,,60332201,15,法术防御_15|
60332201_16,,60332201,16,法术防御_16|
60332201_17,,60332201,17,法术防御_17|
60332201_18,,60332201,18,法术防御_18|
60332201_19,,60332201,19,法术防御_19|
60332201_20,,60332201,20,法术防御_20|
60332201_21,,60332201,21,法术防御_21|
60332201_22,,60332201,22,法术防御_22|
60332201_23,,60332201,23,法术防御_23|
60332201_24,,60332201,24,法术防御_24|
60332201_25,,60332201,25,法术防御_25|
60332201_26,,60332201,26,法术防御_26|
60332201_27,,60332201,27,法术防御_27|
60332201_28,,60332201,28,法术防御_28|
60332201_29,,60332201,29,法术防御_29|
60332201_30,,60332201,30,法术防御_30|
60332301_1,,60332301,1,法术防御_1|
60332301_2,,60332301,2,法术防御_2|
60332301_3,,60332301,3,法术防御_3|
60332301_4,,60332301,4,法术防御_4|
60332301_5,,60332301,5,法术防御_5|
60332301_6,,60332301,6,法术防御_6|
60332301_7,,60332301,7,法术防御_7|
60332301_8,,60332301,8,法术防御_8|
60332301_9,,60332301,9,法术防御_9|
60332301_10,,60332301,10,法术防御_10|
60332301_11,,60332301,11,法术防御_11|
60332301_12,,60332301,12,法术防御_12|
60332301_13,,60332301,13,法术防御_13|
60332301_14,,60332301,14,法术防御_14|
60332301_15,,60332301,15,法术防御_15|
60332301_16,,60332301,16,法术防御_16|
60332301_17,,60332301,17,法术防御_17|
60332301_18,,60332301,18,法术防御_18|
60332301_19,,60332301,19,法术防御_19|
60332301_20,,60332301,20,法术防御_20|
60332301_21,,60332301,21,法术防御_21|
60332301_22,,60332301,22,法术防御_22|
60332301_23,,60332301,23,法术防御_23|
60332301_24,,60332301,24,法术防御_24|
60332301_25,,60332301,25,法术防御_25|
60332301_26,,60332301,26,法术防御_26|
60332301_27,,60332301,27,法术防御_27|
60332301_28,,60332301,28,法术防御_28|
60332301_29,,60332301,29,法术防御_29|
60332301_30,,60332301,30,法术防御_30|
60332102_1,,60332102,1,伤害增加_1|
60332102_2,,60332102,2,伤害增加_1|
60332102_3,,60332102,3,伤害增加_1|
60332102_4,,60332102,4,伤害增加_1|
60332102_5,,60332102,5,伤害增加_1|
60332102_6,,60332102,6,伤害增加_1|
60332102_7,,60332102,7,伤害增加_1|
60332102_8,,60332102,8,伤害增加_1|
60332102_9,,60332102,9,伤害增加_1|
60332102_10,,60332102,10,伤害增加_1|
60332102_11,,60332102,11,伤害增加_1|
60332102_12,,60332102,12,伤害增加_1|
60332102_13,,60332102,13,伤害增加_1|
60332102_14,,60332102,14,伤害增加_1|
60332102_15,,60332102,15,伤害增加_1|
60332102_16,,60332102,16,伤害增加_1|
60332102_17,,60332102,17,伤害增加_2|
60332102_18,,60332102,18,伤害增加_2|
60332102_19,,60332102,19,伤害增加_2|
60332102_20,,60332102,20,伤害增加_2|
60332102_21,,60332102,21,伤害增加_2|
60332102_22,,60332102,22,伤害增加_2|
60332102_23,,60332102,23,伤害增加_2|
60332102_24,,60332102,24,伤害增加_2|
60332102_25,,60332102,25,伤害增加_2|
60332102_26,,60332102,26,伤害增加_2|
60332102_27,,60332102,27,伤害增加_3|
60332102_28,,60332102,28,伤害增加_3|
60332102_29,,60332102,29,伤害增加_3|
60332102_30,,60332102,30,伤害增加_3|
60332202_1,,60332202,1,伤害增加_1|
60332202_2,,60332202,2,伤害增加_1|
60332202_3,,60332202,3,伤害增加_1|
60332202_4,,60332202,4,伤害增加_1|
60332202_5,,60332202,5,伤害增加_1|
60332202_6,,60332202,6,伤害增加_1|
60332202_7,,60332202,7,伤害增加_1|
60332202_8,,60332202,8,伤害增加_1|
60332202_9,,60332202,9,伤害增加_1|
60332202_10,,60332202,10,伤害增加_1|
60332202_11,,60332202,11,伤害增加_1|
60332202_12,,60332202,12,伤害增加_1|
60332202_13,,60332202,13,伤害增加_1|
60332202_14,,60332202,14,伤害增加_1|
60332202_15,,60332202,15,伤害增加_1|
60332202_16,,60332202,16,伤害增加_1|
60332202_17,,60332202,17,伤害增加_2|
60332202_18,,60332202,18,伤害增加_2|
60332202_19,,60332202,19,伤害增加_2|
60332202_20,,60332202,20,伤害增加_2|
60332202_21,,60332202,21,伤害增加_2|
60332202_22,,60332202,22,伤害增加_2|
60332202_23,,60332202,23,伤害增加_2|
60332202_24,,60332202,24,伤害增加_2|
60332202_25,,60332202,25,伤害增加_2|
60332202_26,,60332202,26,伤害增加_2|
60332202_27,,60332202,27,伤害增加_3|
60332202_28,,60332202,28,伤害增加_3|
60332202_29,,60332202,29,伤害增加_3|
60332202_30,,60332202,30,伤害增加_3|
60332302_1,,60332302,1,伤害增加_1|
60332302_2,,60332302,2,伤害增加_1|
60332302_3,,60332302,3,伤害增加_1|
60332302_4,,60332302,4,伤害增加_1|
60332302_5,,60332302,5,伤害增加_1|
60332302_6,,60332302,6,伤害增加_1|
60332302_7,,60332302,7,伤害增加_1|
60332302_8,,60332302,8,伤害增加_1|
60332302_9,,60332302,9,伤害增加_1|
60332302_10,,60332302,10,伤害增加_1|
60332302_11,,60332302,11,伤害增加_1|
60332302_12,,60332302,12,伤害增加_1|
60332302_13,,60332302,13,伤害增加_1|
60332302_14,,60332302,14,伤害增加_1|
60332302_15,,60332302,15,伤害增加_1|
60332302_16,,60332302,16,伤害增加_1|
60332302_17,,60332302,17,伤害增加_2|
60332302_18,,60332302,18,伤害增加_2|
60332302_19,,60332302,19,伤害增加_2|
60332302_20,,60332302,20,伤害增加_2|
60332302_21,,60332302,21,伤害增加_2|
60332302_22,,60332302,22,伤害增加_2|
60332302_23,,60332302,23,伤害增加_2|
60332302_24,,60332302,24,伤害增加_2|
60332302_25,,60332302,25,伤害增加_2|
60332302_26,,60332302,26,伤害增加_2|
60332302_27,,60332302,27,伤害增加_3|
60332302_28,,60332302,28,伤害增加_3|
60332302_29,,60332302,29,伤害增加_3|
60332302_30,,60332302,30,伤害增加_3|
60333101_1,,60333101,1,法术防御_1|
60333101_2,,60333101,2,法术防御_2|
60333101_3,,60333101,3,法术防御_3|
60333101_4,,60333101,4,法术防御_4|
60333101_5,,60333101,5,法术防御_5|
60333101_6,,60333101,6,法术防御_6|
60333101_7,,60333101,7,法术防御_7|
60333101_8,,60333101,8,法术防御_8|
60333101_9,,60333101,9,法术防御_9|
60333101_10,,60333101,10,法术防御_10|
60333101_11,,60333101,11,法术防御_11|
60333101_12,,60333101,12,法术防御_12|
60333101_13,,60333101,13,法术防御_13|
60333101_14,,60333101,14,法术防御_14|
60333101_15,,60333101,15,法术防御_15|
60333101_16,,60333101,16,法术防御_16|
60333101_17,,60333101,17,法术防御_17|
60333101_18,,60333101,18,法术防御_18|
60333101_19,,60333101,19,法术防御_19|
60333101_20,,60333101,20,法术防御_20|
60333101_21,,60333101,21,法术防御_21|
60333101_22,,60333101,22,法术防御_22|
60333101_23,,60333101,23,法术防御_23|
60333101_24,,60333101,24,法术防御_24|
60333101_25,,60333101,25,法术防御_25|
60333101_26,,60333101,26,法术防御_26|
60333101_27,,60333101,27,法术防御_27|
60333101_28,,60333101,28,法术防御_28|
60333101_29,,60333101,29,法术防御_29|
60333101_30,,60333101,30,法术防御_30|
60333102_1,,60333102,1,伤害增加_1|
60333102_2,,60333102,2,伤害增加_1|
60333102_3,,60333102,3,伤害增加_1|
60333102_4,,60333102,4,伤害增加_1|
60333102_5,,60333102,5,伤害增加_1|
60333102_6,,60333102,6,伤害增加_1|
60333102_7,,60333102,7,伤害增加_1|
60333102_8,,60333102,8,伤害增加_1|
60333102_9,,60333102,9,伤害增加_1|
60333102_10,,60333102,10,伤害增加_1|
60333102_11,,60333102,11,伤害增加_1|
60333102_12,,60333102,12,伤害增加_1|
60333102_13,,60333102,13,伤害增加_1|
60333102_14,,60333102,14,伤害增加_1|
60333102_15,,60333102,15,伤害增加_1|
60333102_16,,60333102,16,伤害增加_1|
60333102_17,,60333102,17,伤害增加_2|
60333102_18,,60333102,18,伤害增加_2|
60333102_19,,60333102,19,伤害增加_2|
60333102_20,,60333102,20,伤害增加_2|
60333102_21,,60333102,21,伤害增加_2|
60333102_22,,60333102,22,伤害增加_2|
60333102_23,,60333102,23,伤害增加_2|
60333102_24,,60333102,24,伤害增加_2|
60333102_25,,60333102,25,伤害增加_2|
60333102_26,,60333102,26,伤害增加_2|
60333102_27,,60333102,27,伤害增加_3|
60333102_28,,60333102,28,伤害增加_3|
60333102_29,,60333102,29,伤害增加_3|
60333102_30,,60333102,30,伤害增加_3|
60333103_1,,60333103,1,伤害减免_1|
60333103_2,,60333103,2,伤害减免_1|
60333103_3,,60333103,3,伤害减免_1|
60333103_4,,60333103,4,伤害减免_1|
60333103_5,,60333103,5,伤害减免_1|
60333103_6,,60333103,6,伤害减免_1|
60333103_7,,60333103,7,伤害减免_1|
60333103_8,,60333103,8,伤害减免_1|
60333103_9,,60333103,9,伤害减免_1|
60333103_10,,60333103,10,伤害减免_1|
60333103_11,,60333103,11,伤害减免_1|
60333103_12,,60333103,12,伤害减免_1|
60333103_13,,60333103,13,伤害减免_1|
60333103_14,,60333103,14,伤害减免_1|
60333103_15,,60333103,15,伤害减免_1|
60333103_16,,60333103,16,伤害减免_1|
60333103_17,,60333103,17,伤害减免_2|
