Key,Remarks,level,vip,id,jubaoPerRewards,jubaoPerCost,lianqiPerRewards,lianqiPerCost,penglaiPerRewards,penglaiPerCost,kunlunPerRewards,kunlunPerCost,wanxianPerRewards,wanxianPerCost,fengshenPerRewards,fengshenPerCost,qiankunPerRewards,qiankunPerCost,xinmo1PerRewards,xinmo1PerCost,xinmo2PerRewards,xinmo2PerCost,xinmo3PerRewards,xinmo3PerCost,xinmo4PerRewards,xinmo4PerCost,xinmo5PerRewards,xinmo5PerCost,xinmo6PerRewards,xinmo6PerCost
374,,14,8~9,374,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
375,,15,8~9,375,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
376,,16,8~9,376,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
377,,17,8~9,377,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
378,,18,8~9,378,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
379,,19,8~9,379,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
380,,20,8~9,380,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
381,,21,8~9,381,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
382,,22,8~9,382,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
383,,23,8~9,383,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
384,,24,8~9,384,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:6,14,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
385,,25,8~9,385,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:6,14,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
386,,26,8~9,386,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:8,19,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
387,,27,8~9,387,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:10,24,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
388,,28,8~9,388,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:12,28,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
389,,29,8~9,389,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:14,33,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
390,,30,8~9,390,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:16,38,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
391,,31,8~9,391,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:18,43,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
392,,32,8~9,392,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:20,48,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
393,,33,8~9,393,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:22,52,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
394,,34,8~9,394,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:24,57,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
395,,35,8~9,395,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:30,72,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
396,,36,8~9,396,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:32,76,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
397,,37,8~9,397,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:17,285,801002:36,86,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
398,,38,8~9,398,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:17,285,801002:40,96,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
399,,39,8~9,399,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:17,285,801002:50,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
400,,40,8~9,400,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:20,336,801002:52,124,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
401,,41,8~9,401,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:20,336,801002:58,139,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
402,,42,8~9,402,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:23,386,801002:62,148,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
403,,43,8~9,403,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:27,453,801002:68,163,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
404,,44,8~9,404,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:27,453,801002:72,172,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
405,,45,8~9,405,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:31,520,801002:78,187,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
406,,46,8~9,406,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:36,604,801002:82,196,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
407,,47,8~9,407,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:36,604,801002:88,211,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
408,,48,8~9,408,1:280000,228,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:40,672,801002:92,220,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
409,,49,8~9,409,1:280000,228,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:44,739,801002:100,240,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
410,,50,8~9,410,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:44,739,801002:104,249,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
411,,51,8~9,411,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:49,823,801002:110,264,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
412,,52,8~9,412,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:53,890,801002:116,278,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
413,,53,8~9,413,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:53,890,801002:122,292,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
414,,54,8~9,414,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:57,957,801002:130,312,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
415,,55,8~9,415,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:63,1058,801002:134,321,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
416,,56,8~9,416,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:63,1058,801002:140,336,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
417,,57,8~9,417,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:69,1159,801002:148,355,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
418,,58,8~9,418,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:74,1243,801002:156,374,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
419,,59,8~9,419,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:2000000;6:3840,1528,10:74,1243,801002:162,388,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
420,,60,8~9,420,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:80,1344,801002:168,403,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
421,,61,8~9,421,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:86,1444,801002:176,422,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
422,,62,8~9,422,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:86,1444,801002:182,436,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
423,,63,8~9,423,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:91,1528,801002:190,456,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
424,,64,8~9,424,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:97,1629,801002:196,470,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
425,,65,8~9,425,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:97,1629,801002:204,489,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
426,,66,8~9,426,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:103,1730,801002:212,508,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
427,,67,8~9,427,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:111,1864,801002:220,528,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
428,,68,8~9,428,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:111,1864,801002:228,547,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
429,,69,8~9,429,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:120,2016,801002:236,566,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
430,,70,8~9,430,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:129,2167,801002:244,585,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
431,,71,8~9,431,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:129,2167,801002:252,604,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
432,,72,8~9,432,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:137,2301,801002:260,624,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
433,,73,8~9,433,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:146,2452,801002:270,648,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
434,,74,8~9,434,1:280000,228,803003:420,2016,702155:18;702193:18,432,702164:18;702188:18,432,1:2000000;6:3840,1528,10:146,2452,801002:278,667,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
435,,75,8~9,435,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:154,2587,801002:288,691,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
436,,76,8~9,436,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:163,2738,801002:296,710,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
437,,77,8~9,437,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:163,2738,801002:306,734,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
438,,78,8~9,438,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:171,2872,801002:314,753,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
439,,79,8~9,439,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:183,3074,801002:324,777,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
440,,80,8~9,440,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:183,3074,801002:332,796,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
441,,81,8~9,441,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:194,3259,801002:342,820,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
442,,82,8~9,442,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:206,3460,801002:352,844,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
443,,83,8~9,443,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:206,3460,801002:362,868,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
444,,84,8~9,444,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:217,3645,801002:372,892,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
445,,85,8~9,445,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:229,3847,801002:382,916,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
446,,86,8~9,446,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:229,3847,801002:392,940,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
447,,87,8~9,447,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:240,4032,801002:402,964,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
448,,88,8~9,448,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:251,4216,801002:412,988,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
449,,89,8~9,449,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:251,4216,801002:424,1017,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
450,,90,8~9,450,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:2000000;6:3840,1528,10:263,4418,801002:434,1041,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
451,,1,10~11,451,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
452,,2,10~11,452,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
453,,3,10~11,453,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
454,,4,10~11,454,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
455,,5,10~11,455,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
456,,6,10~11,456,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
457,,7,10~11,457,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
458,,8,10~11,458,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
459,,9,10~11,459,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
460,,10,10~11,460,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
461,,11,10~11,461,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
462,,12,10~11,462,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
463,,13,10~11,463,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
464,,14,10~11,464,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
465,,15,10~11,465,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
466,,16,10~11,466,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
467,,17,10~11,467,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
468,,18,10~11,468,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
469,,19,10~11,469,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
470,,20,10~11,470,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
471,,21,10~11,471,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
472,,22,10~11,472,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
473,,23,10~11,473,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
474,,24,10~11,474,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:6,14,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
475,,25,10~11,475,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:6,14,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
476,,26,10~11,476,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:8,19,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
477,,27,10~11,477,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:10,24,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
478,,28,10~11,478,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:12,28,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
479,,29,10~11,479,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:14,33,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
480,,30,10~11,480,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:16,38,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
481,,31,10~11,481,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:18,43,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
482,,32,10~11,482,1:250000,258,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:20,48,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
483,,33,10~11,483,1:250000,258,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:22,52,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
484,,34,10~11,484,1:250000,258,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:24,57,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
485,,35,10~11,485,1:250000,258,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:30,72,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
486,,36,10~11,486,1:250000,258,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:29,487,801002:32,76,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
487,,37,10~11,487,1:250000,258,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:34,571,801002:36,86,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
488,,38,10~11,488,1:250000,258,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:34,571,801002:40,96,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
489,,39,10~11,489,1:250000,258,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:34,571,801002:50,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
490,,40,10~11,490,1:300000,288,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:40,672,801002:52,124,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
491,,41,10~11,491,1:300000,288,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:40,672,801002:58,139,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
492,,42,10~11,492,1:300000,288,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:46,772,801002:62,148,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
493,,43,10~11,493,1:300000,288,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:54,907,801002:68,163,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
494,,44,10~11,494,1:300000,288,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:54,907,801002:72,172,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
495,,45,10~11,495,1:300000,288,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:63,1058,801002:78,187,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
496,,46,10~11,496,1:300000,288,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:2000000;6:3840,1528,10:71,1192,801002:82,196,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
