key,remarks,id,planId,quality,levelNeed,costType,costCount,itemsNeedStr,attrData,precentAttrData
10229_5,,10229_5,10229,5,60,,43000,806519:5;806520:6,物理攻击_600;法术攻击_822,
10229_6,,10229_6,10229,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_720;法术攻击_986,
10229_7,,10229_7,10229,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_840;法术攻击_1150,
10229_8,,10229_8,10229,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_960;法术攻击_1315,
10230_0,,10230_0,10230,,10,,1000,806511:1,,
10230_1,,10230_1,10230,1,20,,1200,806512:1,生命_340,
10230_2,,10230_2,10230,2,30,,3000,806513:1;806514:1,生命_680,
10230_3,,10230_3,10230,3,40,,3700,806515:1;806516:2,生命_1020,
10230_4,,10230_4,10230,4,50,,24000,806517:3;806518:4,生命_1360,
10230_5,,10230_5,10230,5,60,,43000,806519:5;806520:6,生命_1700,
10230_6,,10230_6,10230,6,70,,64500,806521:8;806522:10;806523:12,生命_2040,
10230_7,,10230_7,10230,7,80,,64500,806523:12;806524:14;806525:16,生命_2380,
10230_8,,10230_8,10230,8,90,,64500,806526:18;806527:20;806528:22,生命_2720,
10231_0,,10231_0,10231,,10,,1000,806511:1,,
10231_1,,10231_1,10231,1,20,,1200,806512:1,物理防御_40;生命_170,
10231_2,,10231_2,10231,2,30,,3000,806513:1;806514:1,物理防御_80;生命_340,
10231_3,,10231_3,10231,3,40,,3700,806515:1;806516:2,物理防御_120;生命_510,
10231_4,,10231_4,10231,4,50,,24000,806517:3;806518:4,物理防御_160;生命_680,
10231_5,,10231_5,10231,5,60,,43000,806519:5;806520:6,物理防御_200;生命_850,
10231_6,,10231_6,10231,6,70,,64500,806521:8;806522:10;806523:12,物理防御_240;生命_1020,
10231_7,,10231_7,10231,7,80,,64500,806523:12;806524:14;806525:16,物理防御_280;生命_1190,
10231_8,,10231_8,10231,8,90,,64500,806526:18;806527:20;806528:22,物理防御_320;生命_1360,
10232_0,,10232_0,10232,,10,,1000,806511:1,,
10232_1,,10232_1,10232,1,20,,1200,806512:1,法术防御_50;生命_170,
10232_2,,10232_2,10232,2,30,,3000,806513:1;806514:1,法术防御_100;生命_340,
10232_3,,10232_3,10232,3,40,,3700,806515:1;806516:2,法术防御_150;生命_510,
10232_4,,10232_4,10232,4,50,,24000,806517:3;806518:4,法术防御_200;生命_680,
10232_5,,10232_5,10232,5,60,,43000,806519:5;806520:6,法术防御_250;生命_850,
10232_6,,10232_6,10232,6,70,,64500,806521:8;806522:10;806523:12,法术防御_300;生命_1020,
10232_7,,10232_7,10232,7,80,,64500,806523:12;806524:14;806525:16,法术防御_350;生命_1190,
10232_8,,10232_8,10232,8,90,,64500,806526:18;806527:20;806528:22,法术防御_400;生命_1360,
10233_0,,10233_0,10233,,10,,1000,806511:1,,
10233_1,,10233_1,10233,1,20,,1200,806512:1,物理攻击_129;法术攻击_176,
10233_2,,10233_2,10233,2,30,,3000,806513:1;806514:1,物理攻击_259;法术攻击_352,
10233_3,,10233_3,10233,3,40,,3700,806515:1;806516:2,物理攻击_388;法术攻击_529,
10233_4,,10233_4,10233,4,50,,24000,806517:3;806518:4,物理攻击_518;法术攻击_705,
10233_5,,10233_5,10233,5,60,,43000,806519:5;806520:6,物理攻击_648;法术攻击_882,
10233_6,,10233_6,10233,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_777;法术攻击_1058,
10233_7,,10233_7,10233,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_907;法术攻击_1234,
10233_8,,10233_8,10233,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1036;法术攻击_1411,
10234_0,,10234_0,10234,,10,,1000,806511:1,,
10234_1,,10234_1,10234,1,20,,1200,806512:1,生命_320,
10234_2,,10234_2,10234,2,30,,3000,806513:1;806514:1,生命_640,
10234_3,,10234_3,10234,3,40,,3700,806515:1;806516:2,生命_960,
10234_4,,10234_4,10234,4,50,,24000,806517:3;806518:4,生命_1280,
10234_5,,10234_5,10234,5,60,,43000,806519:5;806520:6,生命_1600,
10234_6,,10234_6,10234,6,70,,64500,806521:8;806522:10;806523:12,生命_1920,
10234_7,,10234_7,10234,7,80,,64500,806523:12;806524:14;806525:16,生命_2240,
10234_8,,10234_8,10234,8,90,,64500,806526:18;806527:20;806528:22,生命_2560,
10235_0,,10235_0,10235,,10,,1000,806511:1,,
10235_1,,10235_1,10235,1,20,,1200,806512:1,物理防御_46;生命_160,
10235_2,,10235_2,10235,2,30,,3000,806513:1;806514:1,物理防御_92;生命_320,
10235_3,,10235_3,10235,3,40,,3700,806515:1;806516:2,物理防御_138;生命_480,
10235_4,,10235_4,10235,4,50,,24000,806517:3;806518:4,物理防御_184;生命_640,
10235_5,,10235_5,10235,5,60,,43000,806519:5;806520:6,物理防御_230;生命_800,
10235_6,,10235_6,10235,6,70,,64500,806521:8;806522:10;806523:12,物理防御_276;生命_960,
10235_7,,10235_7,10235,7,80,,64500,806523:12;806524:14;806525:16,物理防御_322;生命_1120,
10235_8,,10235_8,10235,8,90,,64500,806526:18;806527:20;806528:22,物理防御_368;生命_1280,
10236_0,,10236_0,10236,,10,,1000,806511:1,,
10236_1,,10236_1,10236,1,20,,1200,806512:1,法术防御_36;生命_160,
10236_2,,10236_2,10236,2,30,,3000,806513:1;806514:1,法术防御_73;生命_320,
10236_3,,10236_3,10236,3,40,,3700,806515:1;806516:2,法术防御_110;生命_480,
10236_4,,10236_4,10236,4,50,,24000,806517:3;806518:4,法术防御_147;生命_640,
10236_5,,10236_5,10236,5,60,,43000,806519:5;806520:6,法术防御_184;生命_800,
10236_6,,10236_6,10236,6,70,,64500,806521:8;806522:10;806523:12,法术防御_220;生命_960,
10236_7,,10236_7,10236,7,80,,64500,806523:12;806524:14;806525:16,法术防御_257;生命_1120,
10236_8,,10236_8,10236,8,90,,64500,806526:18;806527:20;806528:22,法术防御_294;生命_1280,
10237_0,,10237_0,10237,,10,,1000,806511:1,,
10237_1,,10237_1,10237,1,20,,1200,806512:1,物理攻击_124;法术攻击_170,
10237_2,,10237_2,10237,2,30,,3000,806513:1;806514:1,物理攻击_249;法术攻击_340,
10237_3,,10237_3,10237,3,40,,3700,806515:1;806516:2,物理攻击_374;法术攻击_511,
10237_4,,10237_4,10237,4,50,,24000,806517:3;806518:4,物理攻击_499;法术攻击_681,
10237_5,,10237_5,10237,5,60,,43000,806519:5;806520:6,物理攻击_624;法术攻击_852,
10237_6,,10237_6,10237,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_748;法术攻击_1022,
10237_7,,10237_7,10237,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_873;法术攻击_1192,
10237_8,,10237_8,10237,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_998;法术攻击_1363,
10238_0,,10238_0,10238,,10,,1000,806511:1,,
10238_1,,10238_1,10238,1,20,,1200,806512:1,生命_330,
10238_2,,10238_2,10238,2,30,,3000,806513:1;806514:1,生命_660,
10238_3,,10238_3,10238,3,40,,3700,806515:1;806516:2,生命_990,
10238_4,,10238_4,10238,4,50,,24000,806517:3;806518:4,生命_1320,
10238_5,,10238_5,10238,5,60,,43000,806519:5;806520:6,生命_1650,
10238_6,,10238_6,10238,6,70,,64500,806521:8;806522:10;806523:12,生命_1980,
10238_7,,10238_7,10238,7,80,,64500,806523:12;806524:14;806525:16,生命_2310,
10238_8,,10238_8,10238,8,90,,64500,806526:18;806527:20;806528:22,生命_2640,
10239_0,,10239_0,10239,,10,,1000,806511:1,,
10239_1,,10239_1,10239,1,20,,1200,806512:1,物理防御_48;生命_165,
10239_2,,10239_2,10239,2,30,,3000,806513:1;806514:1,物理防御_96;生命_330,
10239_3,,10239_3,10239,3,40,,3700,806515:1;806516:2,物理防御_144;生命_495,
10239_4,,10239_4,10239,4,50,,24000,806517:3;806518:4,物理防御_192;生命_660,
10239_5,,10239_5,10239,5,60,,43000,806519:5;806520:6,物理防御_240;生命_825,
10239_6,,10239_6,10239,6,70,,64500,806521:8;806522:10;806523:12,物理防御_288;生命_990,
10239_7,,10239_7,10239,7,80,,64500,806523:12;806524:14;806525:16,物理防御_336;生命_1155,
10239_8,,10239_8,10239,8,90,,64500,806526:18;806527:20;806528:22,物理防御_384;生命_1320,
10240_0,,10240_0,10240,,10,,1000,806511:1,,
10240_1,,10240_1,10240,1,20,,1200,806512:1,法术防御_38;生命_165,
10240_2,,10240_2,10240,2,30,,3000,806513:1;806514:1,法术防御_76;生命_330,
10240_3,,10240_3,10240,3,40,,3700,806515:1;806516:2,法术防御_115;生命_495,
10240_4,,10240_4,10240,4,50,,24000,806517:3;806518:4,法术防御_153;生命_660,
10240_5,,10240_5,10240,5,60,,43000,806519:5;806520:6,法术防御_192;生命_825,
10240_6,,10240_6,10240,6,70,,64500,806521:8;806522:10;806523:12,法术防御_230;生命_990,
10240_7,,10240_7,10240,7,80,,64500,806523:12;806524:14;806525:16,法术防御_268;生命_1155,
10240_8,,10240_8,10240,8,90,,64500,806526:18;806527:20;806528:22,法术防御_307;生命_1320,
10241_0,,10241_0,10241,,10,,1000,806511:1,,
10241_1,,10241_1,10241,1,20,,1200,806512:1,物理攻击_120;法术攻击_164,
10241_2,,10241_2,10241,2,30,,3000,806513:1;806514:1,物理攻击_240;法术攻击_328,
10241_3,,10241_3,10241,3,40,,3700,806515:1;806516:2,物理攻击_360;法术攻击_493,
10241_4,,10241_4,10241,4,50,,24000,806517:3;806518:4,物理攻击_480;法术攻击_657,
10241_5,,10241_5,10241,5,60,,43000,806519:5;806520:6,物理攻击_600;法术攻击_822,
10241_6,,10241_6,10241,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_720;法术攻击_986,
10241_7,,10241_7,10241,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_840;法术攻击_1150,
10241_8,,10241_8,10241,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_960;法术攻击_1315,
10242_0,,10242_0,10242,,10,,1000,806511:1,,
10242_1,,10242_1,10242,1,20,,1200,806512:1,生命_340,
10242_2,,10242_2,10242,2,30,,3000,806513:1;806514:1,生命_680,
10242_3,,10242_3,10242,3,40,,3700,806515:1;806516:2,生命_1020,
10242_4,,10242_4,10242,4,50,,24000,806517:3;806518:4,生命_1360,
10242_5,,10242_5,10242,5,60,,43000,806519:5;806520:6,生命_1700,
10242_6,,10242_6,10242,6,70,,64500,806521:8;806522:10;806523:12,生命_2040,
10242_7,,10242_7,10242,7,80,,64500,806523:12;806524:14;806525:16,生命_2380,
10242_8,,10242_8,10242,8,90,,64500,806526:18;806527:20;806528:22,生命_2720,
10243_0,,10243_0,10243,,10,,1000,806511:1,,
10243_1,,10243_1,10243,1,20,,1200,806512:1,物理防御_50;生命_170,
10243_2,,10243_2,10243,2,30,,3000,806513:1;806514:1,物理防御_100;生命_340,
10243_3,,10243_3,10243,3,40,,3700,806515:1;806516:2,物理防御_150;生命_510,
10243_4,,10243_4,10243,4,50,,24000,806517:3;806518:4,物理防御_200;生命_680,
10243_5,,10243_5,10243,5,60,,43000,806519:5;806520:6,物理防御_250;生命_850,
10243_6,,10243_6,10243,6,70,,64500,806521:8;806522:10;806523:12,物理防御_300;生命_1020,
10243_7,,10243_7,10243,7,80,,64500,806523:12;806524:14;806525:16,物理防御_350;生命_1190,
10243_8,,10243_8,10243,8,90,,64500,806526:18;806527:20;806528:22,物理防御_400;生命_1360,
10244_0,,10244_0,10244,,10,,1000,806511:1,,
10244_1,,10244_1,10244,1,20,,1200,806512:1,法术防御_40;生命_170,
10244_2,,10244_2,10244,2,30,,3000,806513:1;806514:1,法术防御_80;生命_340,
10244_3,,10244_3,10244,3,40,,3700,806515:1;806516:2,法术防御_120;生命_510,
10244_4,,10244_4,10244,4,50,,24000,806517:3;806518:4,法术防御_160;生命_680,
10244_5,,10244_5,10244,5,60,,43000,806519:5;806520:6,法术防御_200;生命_850,
10244_6,,10244_6,10244,6,70,,64500,806521:8;806522:10;806523:12,法术防御_240;生命_1020,
10244_7,,10244_7,10244,7,80,,64500,806523:12;806524:14;806525:16,法术防御_280;生命_1190,
10244_8,,10244_8,10244,8,90,,64500,806526:18;806527:20;806528:22,法术防御_320;生命_1360,
10245_0,,10245_0,10245,,10,,1000,806511:1,,
10245_1,,10245_1,10245,1,20,,1200,806512:1,物理攻击_132;法术攻击_165,
10245_2,,10245_2,10245,2,30,,3000,806513:1;806514:1,物理攻击_264;法术攻击_330,
10245_3,,10245_3,10245,3,40,,3700,806515:1;806516:2,物理攻击_396;法术攻击_495,
10245_4,,10245_4,10245,4,50,,24000,806517:3;806518:4,物理攻击_528;法术攻击_660,
10245_5,,10245_5,10245,5,60,,43000,806519:5;806520:6,物理攻击_660;法术攻击_825,
10245_6,,10245_6,10245,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_792;法术攻击_990,
10245_7,,10245_7,10245,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_924;法术攻击_1155,
10245_8,,10245_8,10245,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1056;法术攻击_1320,
10246_0,,10246_0,10246,,10,,1000,806511:1,,
10246_1,,10246_1,10246,1,20,,1200,806512:1,生命_265,
10246_2,,10246_2,10246,2,30,,3000,806513:1;806514:1,生命_530,
10246_3,,10246_3,10246,3,40,,3700,806515:1;806516:2,生命_795,
10246_4,,10246_4,10246,4,50,,24000,806517:3;806518:4,生命_1060,
10246_5,,10246_5,10246,5,60,,43000,806519:5;806520:6,生命_1325,
10246_6,,10246_6,10246,6,70,,64500,806521:8;806522:10;806523:12,生命_1590,
10246_7,,10246_7,10246,7,80,,64500,806523:12;806524:14;806525:16,生命_1855,
10246_8,,10246_8,10246,8,90,,64500,806526:18;806527:20;806528:22,生命_2120,
10247_0,,10247_0,10247,,10,,1000,806511:1,,
10247_1,,10247_1,10247,1,20,,1200,806512:1,物理防御_36;生命_132,
10247_2,,10247_2,10247,2,30,,3000,806513:1;806514:1,物理防御_72;生命_265,
10247_3,,10247_3,10247,3,40,,3700,806515:1;806516:2,物理防御_108;生命_397,
10247_4,,10247_4,10247,4,50,,24000,806517:3;806518:4,物理防御_144;生命_530,
10247_5,,10247_5,10247,5,60,,43000,806519:5;806520:6,物理防御_180;生命_662,
10247_6,,10247_6,10247,6,70,,64500,806521:8;806522:10;806523:12,物理防御_216;生命_795,
10247_7,,10247_7,10247,7,80,,64500,806523:12;806524:14;806525:16,物理防御_252;生命_927,
10247_8,,10247_8,10247,8,90,,64500,806526:18;806527:20;806528:22,物理防御_288;生命_1060,
10248_0,,10248_0,10248,,10,,1000,806511:1,,
10248_1,,10248_1,10248,1,20,,1200,806512:1,法术防御_45;生命_132,
10248_2,,10248_2,10248,2,30,,3000,806513:1;806514:1,法术防御_90;生命_265,
10248_3,,10248_3,10248,3,40,,3700,806515:1;806516:2,法术防御_135;生命_397,
10248_4,,10248_4,10248,4,50,,24000,806517:3;806518:4,法术防御_180;生命_530,
10248_5,,10248_5,10248,5,60,,43000,806519:5;806520:6,法术防御_225;生命_662,
10248_6,,10248_6,10248,6,70,,64500,806521:8;806522:10;806523:12,法术防御_270;生命_795,
10248_7,,10248_7,10248,7,80,,64500,806523:12;806524:14;806525:16,法术防御_315;生命_927,
10248_8,,10248_8,10248,8,90,,64500,806526:18;806527:20;806528:22,法术防御_360;生命_1060,
10249_0,,10249_0,10249,,10,,1000,806511:1,,
10249_1,,10249_1,10249,1,20,,1200,806512:1,物理攻击_127;法术攻击_159,
10249_2,,10249_2,10249,2,30,,3000,806513:1;806514:1,物理攻击_254;法术攻击_318,
10249_3,,10249_3,10249,3,40,,3700,806515:1;806516:2,物理攻击_381;法术攻击_477,
10249_4,,10249_4,10249,4,50,,24000,806517:3;806518:4,物理攻击_508;法术攻击_636,
10249_5,,10249_5,10249,5,60,,43000,806519:5;806520:6,物理攻击_636;法术攻击_795,
10249_6,,10249_6,10249,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_763;法术攻击_954,
10249_7,,10249_7,10249,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_890;法术攻击_1113,
10249_8,,10249_8,10249,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1017;法术攻击_1272,
10250_0,,10250_0,10250,,10,,1000,806511:1,,
10250_1,,10250_1,10250,1,20,,1200,806512:1,生命_275,
10250_2,,10250_2,10250,2,30,,3000,806513:1;806514:1,生命_550,
10250_3,,10250_3,10250,3,40,,3700,806515:1;806516:2,生命_825,
10250_4,,10250_4,10250,4,50,,24000,806517:3;806518:4,生命_1100,
10250_5,,10250_5,10250,5,60,,43000,806519:5;806520:6,生命_1375,
10250_6,,10250_6,10250,6,70,,64500,806521:8;806522:10;806523:12,生命_1650,
10250_7,,10250_7,10250,7,80,,64500,806523:12;806524:14;806525:16,生命_1925,
10250_8,,10250_8,10250,8,90,,64500,806526:18;806527:20;806528:22,生命_2200,
10251_0,,10251_0,10251,,10,,1000,806511:1,,
10251_1,,10251_1,10251,1,20,,1200,806512:1,物理防御_37;生命_137,
10251_2,,10251_2,10251,2,30,,3000,806513:1;806514:1,物理防御_75;生命_275,
10251_3,,10251_3,10251,3,40,,3700,806515:1;806516:2,物理防御_112;生命_412,
10251_4,,10251_4,10251,4,50,,24000,806517:3;806518:4,物理防御_150;生命_550,
10251_5,,10251_5,10251,5,60,,43000,806519:5;806520:6,物理防御_188;生命_687,
10251_6,,10251_6,10251,6,70,,64500,806521:8;806522:10;806523:12,物理防御_225;生命_825,
10251_7,,10251_7,10251,7,80,,64500,806523:12;806524:14;806525:16,物理防御_263;生命_962,
10251_8,,10251_8,10251,8,90,,64500,806526:18;806527:20;806528:22,物理防御_300;生命_1100,
10252_0,,10252_0,10252,,10,,1000,806511:1,,
10252_1,,10252_1,10252,1,20,,1200,806512:1,法术防御_47;生命_137,
10252_2,,10252_2,10252,2,30,,3000,806513:1;806514:1,法术防御_94;生命_275,
10252_3,,10252_3,10252,3,40,,3700,806515:1;806516:2,法术防御_141;生命_412,
10252_4,,10252_4,10252,4,50,,24000,806517:3;806518:4,法术防御_188;生命_550,
10252_5,,10252_5,10252,5,60,,43000,806519:5;806520:6,法术防御_235;生命_687,
10252_6,,10252_6,10252,6,70,,64500,806521:8;806522:10;806523:12,法术防御_282;生命_825,
10252_7,,10252_7,10252,7,80,,64500,806523:12;806524:14;806525:16,法术防御_329;生命_962,
10252_8,,10252_8,10252,8,90,,64500,806526:18;806527:20;806528:22,法术防御_376;生命_1100,
10253_0,,10253_0,10253,,10,,1000,806511:1,,
10253_1,,10253_1,10253,1,20,,1200,806512:1,物理攻击_122;法术攻击_153,
10253_2,,10253_2,10253,2,30,,3000,806513:1;806514:1,物理攻击_244;法术攻击_306,
10253_3,,10253_3,10253,3,40,,3700,806515:1;806516:2,物理攻击_367;法术攻击_459,
10253_4,,10253_4,10253,4,50,,24000,806517:3;806518:4,物理攻击_489;法术攻击_612,
10253_5,,10253_5,10253,5,60,,43000,806519:5;806520:6,物理攻击_612;法术攻击_765,
10253_6,,10253_6,10253,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_734;法术攻击_918,
10253_7,,10253_7,10253,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_856;法术攻击_1071,
10253_8,,10253_8,10253,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_979;法术攻击_1224,
10254_0,,10254_0,10254,,10,,1000,806511:1,,
10254_1,,10254_1,10254,1,20,,1200,806512:1,生命_285,
10254_2,,10254_2,10254,2,30,,3000,806513:1;806514:1,生命_570,
10254_3,,10254_3,10254,3,40,,3700,806515:1;806516:2,生命_855,
10254_4,,10254_4,10254,4,50,,24000,806517:3;806518:4,生命_1140,
10254_5,,10254_5,10254,5,60,,43000,806519:5;806520:6,生命_1425,
10254_6,,10254_6,10254,6,70,,64500,806521:8;806522:10;806523:12,生命_1710,
10254_7,,10254_7,10254,7,80,,64500,806523:12;806524:14;806525:16,生命_1995,
10254_8,,10254_8,10254,8,90,,64500,806526:18;806527:20;806528:22,生命_2280,
10255_0,,10255_0,10255,,10,,1000,806511:1,,
10255_1,,10255_1,10255,1,20,,1200,806512:1,物理防御_39;生命_142,
10255_2,,10255_2,10255,2,30,,3000,806513:1;806514:1,物理防御_78;生命_285,
10255_3,,10255_3,10255,3,40,,3700,806515:1;806516:2,物理防御_117;生命_427,
10255_4,,10255_4,10255,4,50,,24000,806517:3;806518:4,物理防御_156;生命_570,
10255_5,,10255_5,10255,5,60,,43000,806519:5;806520:6,物理防御_196;生命_712,
10255_6,,10255_6,10255,6,70,,64500,806521:8;806522:10;806523:12,物理防御_235;生命_855,
10255_7,,10255_7,10255,7,80,,64500,806523:12;806524:14;806525:16,物理防御_274;生命_997,
10255_8,,10255_8,10255,8,90,,64500,806526:18;806527:20;806528:22,物理防御_313;生命_1140,
10256_0,,10256_0,10256,,10,,1000,806511:1,,
10256_1,,10256_1,10256,1,20,,1200,806512:1,法术防御_49;生命_142,
10256_2,,10256_2,10256,2,30,,3000,806513:1;806514:1,法术防御_98;生命_285,
10256_3,,10256_3,10256,3,40,,3700,806515:1;806516:2,法术防御_147;生命_427,
10256_4,,10256_4,10256,4,50,,24000,806517:3;806518:4,法术防御_196;生命_570,
10256_5,,10256_5,10256,5,60,,43000,806519:5;806520:6,法术防御_245;生命_712,
10256_6,,10256_6,10256,6,70,,64500,806521:8;806522:10;806523:12,法术防御_294;生命_855,
10256_7,,10256_7,10256,7,80,,64500,806523:12;806524:14;806525:16,法术防御_343;生命_997,
10256_8,,10256_8,10256,8,90,,64500,806526:18;806527:20;806528:22,法术防御_392;生命_1140,
10257_0,,10257_0,10257,,10,,1000,806511:1,,
10257_1,,10257_1,10257,1,20,,1200,806512:1,物理攻击_132;法术攻击_165,
10257_2,,10257_2,10257,2,30,,3000,806513:1;806514:1,物理攻击_264;法术攻击_330,
10257_3,,10257_3,10257,3,40,,3700,806515:1;806516:2,物理攻击_396;法术攻击_495,
10257_4,,10257_4,10257,4,50,,24000,806517:3;806518:4,物理攻击_528;法术攻击_660,
10257_5,,10257_5,10257,5,60,,43000,806519:5;806520:6,物理攻击_660;法术攻击_825,
10257_6,,10257_6,10257,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_792;法术攻击_990,
10257_7,,10257_7,10257,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_924;法术攻击_1155,
10257_8,,10257_8,10257,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1056;法术攻击_1320,
10258_0,,10258_0,10258,,10,,1000,806511:1,,
10258_1,,10258_1,10258,1,20,,1200,806512:1,生命_265,
10258_2,,10258_2,10258,2,30,,3000,806513:1;806514:1,生命_530,
10258_3,,10258_3,10258,3,40,,3700,806515:1;806516:2,生命_795,
10258_4,,10258_4,10258,4,50,,24000,806517:3;806518:4,生命_1060,
10258_5,,10258_5,10258,5,60,,43000,806519:5;806520:6,生命_1325,
10258_6,,10258_6,10258,6,70,,64500,806521:8;806522:10;806523:12,生命_1590,
10258_7,,10258_7,10258,7,80,,64500,806523:12;806524:14;806525:16,生命_1855,
10258_8,,10258_8,10258,8,90,,64500,806526:18;806527:20;806528:22,生命_2120,
10259_0,,10259_0,10259,,10,,1000,806511:1,,
10259_1,,10259_1,10259,1,20,,1200,806512:1,物理防御_45;生命_132,
10259_2,,10259_2,10259,2,30,,3000,806513:1;806514:1,物理防御_90;生命_265,
10259_3,,10259_3,10259,3,40,,3700,806515:1;806516:2,物理防御_135;生命_397,
10259_4,,10259_4,10259,4,50,,24000,806517:3;806518:4,物理防御_180;生命_530,
10259_5,,10259_5,10259,5,60,,43000,806519:5;806520:6,物理防御_225;生命_662,
10259_6,,10259_6,10259,6,70,,64500,806521:8;806522:10;806523:12,物理防御_270;生命_795,
10259_7,,10259_7,10259,7,80,,64500,806523:12;806524:14;806525:16,物理防御_315;生命_927,
10259_8,,10259_8,10259,8,90,,64500,806526:18;806527:20;806528:22,物理防御_360;生命_1060,
10260_0,,10260_0,10260,,10,,1000,806511:1,,
10260_1,,10260_1,10260,1,20,,1200,806512:1,法术防御_36;生命_132,
10260_2,,10260_2,10260,2,30,,3000,806513:1;806514:1,法术防御_72;生命_265,
10260_3,,10260_3,10260,3,40,,3700,806515:1;806516:2,法术防御_108;生命_397,
10260_4,,10260_4,10260,4,50,,24000,806517:3;806518:4,法术防御_144;生命_530,
10260_5,,10260_5,10260,5,60,,43000,806519:5;806520:6,法术防御_180;生命_662,
10260_6,,10260_6,10260,6,70,,64500,806521:8;806522:10;806523:12,法术防御_216;生命_795,
10260_7,,10260_7,10260,7,80,,64500,806523:12;806524:14;806525:16,法术防御_252;生命_927,
10260_8,,10260_8,10260,8,90,,64500,806526:18;806527:20;806528:22,法术防御_288;生命_1060,
10261_0,,10261_0,10261,,10,,1000,806511:1,,
10261_1,,10261_1,10261,1,20,,1200,806512:1,物理攻击_127;法术攻击_159,
10261_2,,10261_2,10261,2,30,,3000,806513:1;806514:1,物理攻击_254;法术攻击_318,
10261_3,,10261_3,10261,3,40,,3700,806515:1;806516:2,物理攻击_381;法术攻击_477,
10261_4,,10261_4,10261,4,50,,24000,806517:3;806518:4,物理攻击_508;法术攻击_636,
10261_5,,10261_5,10261,5,60,,43000,806519:5;806520:6,物理攻击_636;法术攻击_795,
10261_6,,10261_6,10261,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_763;法术攻击_954,
10261_7,,10261_7,10261,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_890;法术攻击_1113,
10261_8,,10261_8,10261,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1017;法术攻击_1272,
10262_0,,10262_0,10262,,10,,1000,806511:1,,
10262_1,,10262_1,10262,1,20,,1200,806512:1,生命_275,
10262_2,,10262_2,10262,2,30,,3000,806513:1;806514:1,生命_550,
10262_3,,10262_3,10262,3,40,,3700,806515:1;806516:2,生命_825,
10262_4,,10262_4,10262,4,50,,24000,806517:3;806518:4,生命_1100,
10262_5,,10262_5,10262,5,60,,43000,806519:5;806520:6,生命_1375,
10262_6,,10262_6,10262,6,70,,64500,806521:8;806522:10;806523:12,生命_1650,
10262_7,,10262_7,10262,7,80,,64500,806523:12;806524:14;806525:16,生命_1925,
10262_8,,10262_8,10262,8,90,,64500,806526:18;806527:20;806528:22,生命_2200,
10263_0,,10263_0,10263,,10,,1000,806511:1,,
10263_1,,10263_1,10263,1,20,,1200,806512:1,物理防御_47;生命_137,
10263_2,,10263_2,10263,2,30,,3000,806513:1;806514:1,物理防御_94;生命_275,
10263_3,,10263_3,10263,3,40,,3700,806515:1;806516:2,物理防御_141;生命_412,
10263_4,,10263_4,10263,4,50,,24000,806517:3;806518:4,物理防御_188;生命_550,
10263_5,,10263_5,10263,5,60,,43000,806519:5;806520:6,物理防御_235;生命_687,
10263_6,,10263_6,10263,6,70,,64500,806521:8;806522:10;806523:12,物理防御_282;生命_825,
10263_7,,10263_7,10263,7,80,,64500,806523:12;806524:14;806525:16,物理防御_329;生命_962,
10263_8,,10263_8,10263,8,90,,64500,806526:18;806527:20;806528:22,物理防御_376;生命_1100,
10264_0,,10264_0,10264,,10,,1000,806511:1,,
10264_1,,10264_1,10264,1,20,,1200,806512:1,法术防御_37;生命_137,
10264_2,,10264_2,10264,2,30,,3000,806513:1;806514:1,法术防御_75;生命_275,
10264_3,,10264_3,10264,3,40,,3700,806515:1;806516:2,法术防御_112;生命_412,
10264_4,,10264_4,10264,4,50,,24000,806517:3;806518:4,法术防御_150;生命_550,
10264_5,,10264_5,10264,5,60,,43000,806519:5;806520:6,法术防御_188;生命_687,
10264_6,,10264_6,10264,6,70,,64500,806521:8;806522:10;806523:12,法术防御_225;生命_825,
10264_7,,10264_7,10264,7,80,,64500,806523:12;806524:14;806525:16,法术防御_263;生命_962,
