key,备注,强化id,强化属性方案id,等级,增加固定属性,增加百分比属性(万分比）,属性1,值1,属性2,值2,百分比1,值1,百分比2,值2
10214_22,,10214_22,10214,22,生命_869,,生命,869,,0,,,,
10214_23,,10214_23,10214,23,生命_908,,生命,908,,0,,,,
10214_24,,10214_24,10214,24,生命_948,,生命,948,,0,,,,
10214_25,,10214_25,10214,25,生命_987,,生命,987,,0,,,,
10214_26,,10214_26,10214,26,生命_1027,,生命,1027,,0,,,,
10214_27,,10214_27,10214,27,生命_1066,,生命,1066,,0,,,,
10214_28,,10214_28,10214,28,生命_1106,,生命,1106,,0,,,,
10214_29,,10214_29,10214,29,生命_1145,,生命,1145,,0,,,,
10214_30,,10214_30,10214,30,生命_1185,,生命,1185,,0,,,,
10214_31,,10214_31,10214,31,生命_1224,,生命,1224,,0,,,,
10214_32,,10214_32,10214,32,生命_1264,,生命,1264,,0,,,,
10214_33,,10214_33,10214,33,生命_1303,,生命,1303,,0,,,,
10214_34,,10214_34,10214,34,生命_1343,,生命,1343,,0,,,,
10214_35,,10214_35,10214,35,生命_1382,,生命,1382,,0,,,,
10214_36,,10214_36,10214,36,生命_1422,,生命,1422,,0,,,,
10214_37,,10214_37,10214,37,生命_1461,,生命,1461,,0,,,,
10214_38,,10214_38,10214,38,生命_1501,,生命,1501,,0,,,,
10214_39,,10214_39,10214,39,生命_1540,,生命,1540,,0,,,,
10214_40,,10214_40,10214,40,生命_1580,,生命,1580,,0,,,,
10214_41,,10214_41,10214,41,生命_1619,,生命,1619,,0,,,,
10214_42,,10214_42,10214,42,生命_1659,,生命,1659,,0,,,,
10214_43,,10214_43,10214,43,生命_1698,,生命,1698,,0,,,,
10214_44,,10214_44,10214,44,生命_1738,,生命,1738,,0,,,,
10214_45,,10214_45,10214,45,生命_1777,,生命,1777,,0,,,,
10214_46,,10214_46,10214,46,生命_1817,,生命,1817,,0,,,,
10214_47,,10214_47,10214,47,生命_1856,,生命,1856,,0,,,,
10214_48,,10214_48,10214,48,生命_1896,,生命,1896,,0,,,,
10214_49,,10214_49,10214,49,生命_1935,,生命,1935,,0,,,,
10214_50,,10214_50,10214,50,生命_1975,,生命,1975,,0,,,,
10214_51,,10214_51,10214,51,生命_2014,,生命,2014,,0,,,,
10214_52,,10214_52,10214,52,生命_2054,,生命,2054,,0,,,,
10214_53,,10214_53,10214,53,生命_2093,,生命,2093,,0,,,,
10214_54,,10214_54,10214,54,生命_2133,,生命,2133,,0,,,,
10214_55,,10214_55,10214,55,生命_2172,,生命,2172,,0,,,,
10214_56,,10214_56,10214,56,生命_2212,,生命,2212,,0,,,,
10214_57,,10214_57,10214,57,生命_2251,,生命,2251,,0,,,,
10214_58,,10214_58,10214,58,生命_2291,,生命,2291,,0,,,,
10214_59,,10214_59,10214,59,生命_2330,,生命,2330,,0,,,,
10214_60,,10214_60,10214,60,生命_2370,,生命,2370,,0,,,,
10214_61,,10214_61,10214,61,生命_2409,,生命,2409,,0,,,,
10214_62,,10214_62,10214,62,生命_2449,,生命,2449,,0,,,,
10214_63,,10214_63,10214,63,生命_2488,,生命,2488,,0,,,,
10214_64,,10214_64,10214,64,生命_2528,,生命,2528,,0,,,,
10214_65,,10214_65,10214,65,生命_2567,,生命,2567,,0,,,,
10214_66,,10214_66,10214,66,生命_2607,,生命,2607,,0,,,,
10214_67,,10214_67,10214,67,生命_2646,,生命,2646,,0,,,,
10214_68,,10214_68,10214,68,生命_2686,,生命,2686,,0,,,,
10214_69,,10214_69,10214,69,生命_2725,,生命,2725,,0,,,,
10214_70,,10214_70,10214,70,生命_2765,,生命,2765,,0,,,,
10214_71,,10214_71,10214,71,生命_2804,,生命,2804,,0,,,,
10214_72,,10214_72,10214,72,生命_2844,,生命,2844,,0,,,,
10214_73,,10214_73,10214,73,生命_2883,,生命,2883,,0,,,,
10214_74,,10214_74,10214,74,生命_2923,,生命,2923,,0,,,,
10214_75,,10214_75,10214,75,生命_2962,,生命,2962,,0,,,,
10214_76,,10214_76,10214,76,生命_3002,,生命,3002,,0,,,,
10214_77,,10214_77,10214,77,生命_3041,,生命,3041,,0,,,,
10214_78,,10214_78,10214,78,生命_3081,,生命,3081,,0,,,,
10214_79,,10214_79,10214,79,生命_3120,,生命,3120,,0,,,,
10214_80,,10214_80,10214,80,生命_3160,,生命,3160,,0,,,,
10214_81,,10214_81,10214,81,生命_3199,,生命,3199,,0,,,,
10214_82,,10214_82,10214,82,生命_3239,,生命,3239,,0,,,,
10214_83,,10214_83,10214,83,生命_3278,,生命,3278,,0,,,,
10214_84,,10214_84,10214,84,生命_3318,,生命,3318,,0,,,,
10214_85,,10214_85,10214,85,生命_3357,,生命,3357,,0,,,,
10214_86,,10214_86,10214,86,生命_3397,,生命,3397,,0,,,,
10214_87,,10214_87,10214,87,生命_3436,,生命,3436,,0,,,,
10214_88,,10214_88,10214,88,生命_3476,,生命,3476,,0,,,,
10214_89,,10214_89,10214,89,生命_3515,,生命,3515,,0,,,,
10214_90,,10214_90,10214,90,生命_3555,,生命,3555,,0,,,,
10215_1,,10215_1,10215,1,物理防御_4;生命_19,,物理防御,4,生命,19,,,,
10215_2,,10215_2,10215,2,物理防御_8;生命_39,,物理防御,8,生命,39,,,,
10215_3,,10215_3,10215,3,物理防御_12;生命_59,,物理防御,12,生命,59,,,,
10215_4,,10215_4,10215,4,物理防御_16;生命_79,,物理防御,16,生命,79,,,,
10215_5,,10215_5,10215,5,物理防御_21;生命_98,,物理防御,21,生命,98,,,,
10215_6,,10215_6,10215,6,物理防御_25;生命_118,,物理防御,25,生命,118,,,,
10215_7,,10215_7,10215,7,物理防御_29;生命_138,,物理防御,29,生命,138,,,,
10215_8,,10215_8,10215,8,物理防御_33;生命_158,,物理防御,33,生命,158,,,,
10215_9,,10215_9,10215,9,物理防御_37;生命_177,,物理防御,37,生命,177,,,,
10215_10,,10215_10,10215,10,物理防御_42;生命_197,,物理防御,42,生命,197,,,,
10215_11,,10215_11,10215,11,物理防御_46;生命_217,,物理防御,46,生命,217,,,,
10215_12,,10215_12,10215,12,物理防御_50;生命_237,,物理防御,50,生命,237,,,,
10215_13,,10215_13,10215,13,物理防御_54;生命_256,,物理防御,54,生命,256,,,,
10215_14,,10215_14,10215,14,物理防御_58;生命_276,,物理防御,58,生命,276,,,,
10215_15,,10215_15,10215,15,物理防御_63;生命_296,,物理防御,63,生命,296,,,,
10215_16,,10215_16,10215,16,物理防御_67;生命_316,,物理防御,67,生命,316,,,,
10215_17,,10215_17,10215,17,物理防御_71;生命_335,,物理防御,71,生命,335,,,,
10215_18,,10215_18,10215,18,物理防御_75;生命_355,,物理防御,75,生命,355,,,,
10215_19,,10215_19,10215,19,物理防御_79;生命_375,,物理防御,79,生命,375,,,,
10215_20,,10215_20,10215,20,物理防御_84;生命_395,,物理防御,84,生命,395,,,,
10215_21,,10215_21,10215,21,物理防御_88;生命_414,,物理防御,88,生命,414,,,,
10215_22,,10215_22,10215,22,物理防御_92;生命_434,,物理防御,92,生命,434,,,,
10215_23,,10215_23,10215,23,物理防御_96;生命_454,,物理防御,96,生命,454,,,,
10215_24,,10215_24,10215,24,物理防御_100;生命_474,,物理防御,100,生命,474,,,,
10215_25,,10215_25,10215,25,物理防御_105;生命_493,,物理防御,105,生命,493,,,,
10215_26,,10215_26,10215,26,物理防御_109;生命_513,,物理防御,109,生命,513,,,,
10215_27,,10215_27,10215,27,物理防御_113;生命_533,,物理防御,113,生命,533,,,,
10215_28,,10215_28,10215,28,物理防御_117;生命_553,,物理防御,117,生命,553,,,,
10215_29,,10215_29,10215,29,物理防御_121;生命_572,,物理防御,121,生命,572,,,,
10215_30,,10215_30,10215,30,物理防御_126;生命_592,,物理防御,126,生命,592,,,,
10215_31,,10215_31,10215,31,物理防御_130;生命_612,,物理防御,130,生命,612,,,,
10215_32,,10215_32,10215,32,物理防御_134;生命_632,,物理防御,134,生命,632,,,,
10215_33,,10215_33,10215,33,物理防御_138;生命_651,,物理防御,138,生命,651,,,,
10215_34,,10215_34,10215,34,物理防御_142;生命_671,,物理防御,142,生命,671,,,,
10215_35,,10215_35,10215,35,物理防御_147;生命_691,,物理防御,147,生命,691,,,,
10215_36,,10215_36,10215,36,物理防御_151;生命_711,,物理防御,151,生命,711,,,,
10215_37,,10215_37,10215,37,物理防御_155;生命_730,,物理防御,155,生命,730,,,,
10215_38,,10215_38,10215,38,物理防御_159;生命_750,,物理防御,159,生命,750,,,,
10215_39,,10215_39,10215,39,物理防御_163;生命_770,,物理防御,163,生命,770,,,,
10215_40,,10215_40,10215,40,物理防御_168;生命_790,,物理防御,168,生命,790,,,,
10215_41,,10215_41,10215,41,物理防御_172;生命_809,,物理防御,172,生命,809,,,,
10215_42,,10215_42,10215,42,物理防御_176;生命_829,,物理防御,176,生命,829,,,,
10215_43,,10215_43,10215,43,物理防御_180;生命_849,,物理防御,180,生命,849,,,,
10215_44,,10215_44,10215,44,物理防御_184;生命_869,,物理防御,184,生命,869,,,,
10215_45,,10215_45,10215,45,物理防御_189;生命_888,,物理防御,189,生命,888,,,,
10215_46,,10215_46,10215,46,物理防御_193;生命_908,,物理防御,193,生命,908,,,,
10215_47,,10215_47,10215,47,物理防御_197;生命_928,,物理防御,197,生命,928,,,,
10215_48,,10215_48,10215,48,物理防御_201;生命_948,,物理防御,201,生命,948,,,,
10215_49,,10215_49,10215,49,物理防御_205;生命_967,,物理防御,205,生命,967,,,,
10215_50,,10215_50,10215,50,物理防御_210;生命_987,,物理防御,210,生命,987,,,,
10215_51,,10215_51,10215,51,物理防御_214;生命_1007,,物理防御,214,生命,1007,,,,
10215_52,,10215_52,10215,52,物理防御_218;生命_1027,,物理防御,218,生命,1027,,,,
10215_53,,10215_53,10215,53,物理防御_222;生命_1046,,物理防御,222,生命,1046,,,,
10215_54,,10215_54,10215,54,物理防御_226;生命_1066,,物理防御,226,生命,1066,,,,
10215_55,,10215_55,10215,55,物理防御_231;生命_1086,,物理防御,231,生命,1086,,,,
10215_56,,10215_56,10215,56,物理防御_235;生命_1106,,物理防御,235,生命,1106,,,,
10215_57,,10215_57,10215,57,物理防御_239;生命_1125,,物理防御,239,生命,1125,,,,
10215_58,,10215_58,10215,58,物理防御_243;生命_1145,,物理防御,243,生命,1145,,,,
10215_59,,10215_59,10215,59,物理防御_247;生命_1165,,物理防御,247,生命,1165,,,,
10215_60,,10215_60,10215,60,物理防御_252;生命_1185,,物理防御,252,生命,1185,,,,
10215_61,,10215_61,10215,61,物理防御_256;生命_1204,,物理防御,256,生命,1204,,,,
10215_62,,10215_62,10215,62,物理防御_260;生命_1224,,物理防御,260,生命,1224,,,,
10215_63,,10215_63,10215,63,物理防御_264;生命_1244,,物理防御,264,生命,1244,,,,
10215_64,,10215_64,10215,64,物理防御_268;生命_1264,,物理防御,268,生命,1264,,,,
10215_65,,10215_65,10215,65,物理防御_273;生命_1283,,物理防御,273,生命,1283,,,,
10215_66,,10215_66,10215,66,物理防御_277;生命_1303,,物理防御,277,生命,1303,,,,
10215_67,,10215_67,10215,67,物理防御_281;生命_1323,,物理防御,281,生命,1323,,,,
10215_68,,10215_68,10215,68,物理防御_285;生命_1343,,物理防御,285,生命,1343,,,,
10215_69,,10215_69,10215,69,物理防御_289;生命_1362,,物理防御,289,生命,1362,,,,
10215_70,,10215_70,10215,70,物理防御_294;生命_1382,,物理防御,294,生命,1382,,,,
10215_71,,10215_71,10215,71,物理防御_298;生命_1402,,物理防御,298,生命,1402,,,,
10215_72,,10215_72,10215,72,物理防御_302;生命_1422,,物理防御,302,生命,1422,,,,
10215_73,,10215_73,10215,73,物理防御_306;生命_1441,,物理防御,306,生命,1441,,,,
10215_74,,10215_74,10215,74,物理防御_310;生命_1461,,物理防御,310,生命,1461,,,,
10215_75,,10215_75,10215,75,物理防御_315;生命_1481,,物理防御,315,生命,1481,,,,
10215_76,,10215_76,10215,76,物理防御_319;生命_1501,,物理防御,319,生命,1501,,,,
10215_77,,10215_77,10215,77,物理防御_323;生命_1520,,物理防御,323,生命,1520,,,,
10215_78,,10215_78,10215,78,物理防御_327;生命_1540,,物理防御,327,生命,1540,,,,
10215_79,,10215_79,10215,79,物理防御_331;生命_1560,,物理防御,331,生命,1560,,,,
10215_80,,10215_80,10215,80,物理防御_336;生命_1580,,物理防御,336,生命,1580,,,,
10215_81,,10215_81,10215,81,物理防御_340;生命_1599,,物理防御,340,生命,1599,,,,
10215_82,,10215_82,10215,82,物理防御_344;生命_1619,,物理防御,344,生命,1619,,,,
10215_83,,10215_83,10215,83,物理防御_348;生命_1639,,物理防御,348,生命,1639,,,,
10215_84,,10215_84,10215,84,物理防御_352;生命_1659,,物理防御,352,生命,1659,,,,
10215_85,,10215_85,10215,85,物理防御_357;生命_1678,,物理防御,357,生命,1678,,,,
10215_86,,10215_86,10215,86,物理防御_361;生命_1698,,物理防御,361,生命,1698,,,,
10215_87,,10215_87,10215,87,物理防御_365;生命_1718,,物理防御,365,生命,1718,,,,
10215_88,,10215_88,10215,88,物理防御_369;生命_1738,,物理防御,369,生命,1738,,,,
10215_89,,10215_89,10215,89,物理防御_373;生命_1757,,物理防御,373,生命,1757,,,,
10215_90,,10215_90,10215,90,物理防御_378;生命_1777,,物理防御,378,生命,1777,,,,
10216_1,,10216_1,10216,1,法术防御_3;生命_19,,法术防御,3,生命,19,,,,
10216_2,,10216_2,10216,2,法术防御_6;生命_39,,法术防御,6,生命,39,,,,
10216_3,,10216_3,10216,3,法术防御_10;生命_59,,法术防御,10,生命,59,,,,
10216_4,,10216_4,10216,4,法术防御_13;生命_79,,法术防御,13,生命,79,,,,
10216_5,,10216_5,10216,5,法术防御_16;生命_98,,法术防御,16,生命,98,,,,
10216_6,,10216_6,10216,6,法术防御_20;生命_118,,法术防御,20,生命,118,,,,
10216_7,,10216_7,10216,7,法术防御_23;生命_138,,法术防御,23,生命,138,,,,
10216_8,,10216_8,10216,8,法术防御_26;生命_158,,法术防御,26,生命,158,,,,
10216_9,,10216_9,10216,9,法术防御_30;生命_177,,法术防御,30,生命,177,,,,
10216_10,,10216_10,10216,10,法术防御_33;生命_197,,法术防御,33,生命,197,,,,
10216_11,,10216_11,10216,11,法术防御_36;生命_217,,法术防御,36,生命,217,,,,
10216_12,,10216_12,10216,12,法术防御_40;生命_237,,法术防御,40,生命,237,,,,
10216_13,,10216_13,10216,13,法术防御_43;生命_256,,法术防御,43,生命,256,,,,
10216_14,,10216_14,10216,14,法术防御_47;生命_276,,法术防御,47,生命,276,,,,
10216_15,,10216_15,10216,15,法术防御_50;生命_296,,法术防御,50,生命,296,,,,
10216_16,,10216_16,10216,16,法术防御_53;生命_316,,法术防御,53,生命,316,,,,
10216_17,,10216_17,10216,17,法术防御_57;生命_335,,法术防御,57,生命,335,,,,
10216_18,,10216_18,10216,18,法术防御_60;生命_355,,法术防御,60,生命,355,,,,
10216_19,,10216_19,10216,19,法术防御_63;生命_375,,法术防御,63,生命,375,,,,
10216_20,,10216_20,10216,20,法术防御_67;生命_395,,法术防御,67,生命,395,,,,
10216_21,,10216_21,10216,21,法术防御_70;生命_414,,法术防御,70,生命,414,,,,
10216_22,,10216_22,10216,22,法术防御_73;生命_434,,法术防御,73,生命,434,,,,
10216_23,,10216_23,10216,23,法术防御_77;生命_454,,法术防御,77,生命,454,,,,
10216_24,,10216_24,10216,24,法术防御_80;生命_474,,法术防御,80,生命,474,,,,
10216_25,,10216_25,10216,25,法术防御_84;生命_493,,法术防御,84,生命,493,,,,
10216_26,,10216_26,10216,26,法术防御_87;生命_513,,法术防御,87,生命,513,,,,
10216_27,,10216_27,10216,27,法术防御_90;生命_533,,法术防御,90,生命,533,,,,
10216_28,,10216_28,10216,28,法术防御_94;生命_553,,法术防御,94,生命,553,,,,
10216_29,,10216_29,10216,29,法术防御_97;生命_572,,法术防御,97,生命,572,,,,
10216_30,,10216_30,10216,30,法术防御_100;生命_592,,法术防御,100,生命,592,,,,
10216_31,,10216_31,10216,31,法术防御_104;生命_612,,法术防御,104,生命,612,,,,
10216_32,,10216_32,10216,32,法术防御_107;生命_632,,法术防御,107,生命,632,,,,
10216_33,,10216_33,10216,33,法术防御_110;生命_651,,法术防御,110,生命,651,,,,
10216_34,,10216_34,10216,34,法术防御_114;生命_671,,法术防御,114,生命,671,,,,
10216_35,,10216_35,10216,35,法术防御_117;生命_691,,法术防御,117,生命,691,,,,
10216_36,,10216_36,10216,36,法术防御_120;生命_711,,法术防御,120,生命,711,,,,
10216_37,,10216_37,10216,37,法术防御_124;生命_730,,法术防御,124,生命,730,,,,
10216_38,,10216_38,10216,38,法术防御_127;生命_750,,法术防御,127,生命,750,,,,
10216_39,,10216_39,10216,39,法术防御_131;生命_770,,法术防御,131,生命,770,,,,
10216_40,,10216_40,10216,40,法术防御_134;生命_790,,法术防御,134,生命,790,,,,
10216_41,,10216_41,10216,41,法术防御_137;生命_809,,法术防御,137,生命,809,,,,
10216_42,,10216_42,10216,42,法术防御_141;生命_829,,法术防御,141,生命,829,,,,
10216_43,,10216_43,10216,43,法术防御_144;生命_849,,法术防御,144,生命,849,,,,
10216_44,,10216_44,10216,44,法术防御_147;生命_869,,法术防御,147,生命,869,,,,
10216_45,,10216_45,10216,45,法术防御_151;生命_888,,法术防御,151,生命,888,,,,
10216_46,,10216_46,10216,46,法术防御_154;生命_908,,法术防御,154,生命,908,,,,
10216_47,,10216_47,10216,47,法术防御_157;生命_928,,法术防御,157,生命,928,,,,
10216_48,,10216_48,10216,48,法术防御_161;生命_948,,法术防御,161,生命,948,,,,
10216_49,,10216_49,10216,49,法术防御_164;生命_967,,法术防御,164,生命,967,,,,
10216_50,,10216_50,10216,50,法术防御_168;生命_987,,法术防御,168,生命,987,,,,
10216_51,,10216_51,10216,51,法术防御_171;生命_1007,,法术防御,171,生命,1007,,,,
10216_52,,10216_52,10216,52,法术防御_174;生命_1027,,法术防御,174,生命,1027,,,,
10216_53,,10216_53,10216,53,法术防御_178;生命_1046,,法术防御,178,生命,1046,,,,
10216_54,,10216_54,10216,54,法术防御_181;生命_1066,,法术防御,181,生命,1066,,,,
10216_55,,10216_55,10216,55,法术防御_184;生命_1086,,法术防御,184,生命,1086,,,,
10216_56,,10216_56,10216,56,法术防御_188;生命_1106,,法术防御,188,生命,1106,,,,
10216_57,,10216_57,10216,57,法术防御_191;生命_1125,,法术防御,191,生命,1125,,,,
10216_58,,10216_58,10216,58,法术防御_194;生命_1145,,法术防御,194,生命,1145,,,,
10216_59,,10216_59,10216,59,法术防御_198;生命_1165,,法术防御,198,生命,1165,,,,
10216_60,,10216_60,10216,60,法术防御_201;生命_1185,,法术防御,201,生命,1185,,,,
10216_61,,10216_61,10216,61,法术防御_204;生命_1204,,法术防御,204,生命,1204,,,,
10216_62,,10216_62,10216,62,法术防御_208;生命_1224,,法术防御,208,生命,1224,,,,
10216_63,,10216_63,10216,63,法术防御_211;生命_1244,,法术防御,211,生命,1244,,,,
10216_64,,10216_64,10216,64,法术防御_215;生命_1264,,法术防御,215,生命,1264,,,,
10216_65,,10216_65,10216,65,法术防御_218;生命_1283,,法术防御,218,生命,1283,,,,
10216_66,,10216_66,10216,66,法术防御_221;生命_1303,,法术防御,221,生命,1303,,,,
10216_67,,10216_67,10216,67,法术防御_225;生命_1323,,法术防御,225,生命,1323,,,,
10216_68,,10216_68,10216,68,法术防御_228;生命_1343,,法术防御,228,生命,1343,,,,
10216_69,,10216_69,10216,69,法术防御_231;生命_1362,,法术防御,231,生命,1362,,,,
10216_70,,10216_70,10216,70,法术防御_235;生命_1382,,法术防御,235,生命,1382,,,,
10216_71,,10216_71,10216,71,法术防御_238;生命_1402,,法术防御,238,生命,1402,,,,
10216_72,,10216_72,10216,72,法术防御_241;生命_1422,,法术防御,241,生命,1422,,,,
10216_73,,10216_73,10216,73,法术防御_245;生命_1441,,法术防御,245,生命,1441,,,,
10216_74,,10216_74,10216,74,法术防御_248;生命_1461,,法术防御,248,生命,1461,,,,
10216_75,,10216_75,10216,75,法术防御_252;生命_1481,,法术防御,252,生命,1481,,,,
10216_76,,10216_76,10216,76,法术防御_255;生命_1501,,法术防御,255,生命,1501,,,,
10216_77,,10216_77,10216,77,法术防御_258;生命_1520,,法术防御,258,生命,1520,,,,
10216_78,,10216_78,10216,78,法术防御_262;生命_1540,,法术防御,262,生命,1540,,,,
10216_79,,10216_79,10216,79,法术防御_265;生命_1560,,法术防御,265,生命,1560,,,,
10216_80,,10216_80,10216,80,法术防御_268;生命_1580,,法术防御,268,生命,1580,,,,
10216_81,,10216_81,10216,81,法术防御_272;生命_1599,,法术防御,272,生命,1599,,,,
10216_82,,10216_82,10216,82,法术防御_275;生命_1619,,法术防御,275,生命,1619,,,,
10216_83,,10216_83,10216,83,法术防御_278;生命_1639,,法术防御,278,生命,1639,,,,
10216_84,,10216_84,10216,84,法术防御_282;生命_1659,,法术防御,282,生命,1659,,,,
10216_85,,10216_85,10216,85,法术防御_285;生命_1678,,法术防御,285,生命,1678,,,,
10216_86,,10216_86,10216,86,法术防御_288;生命_1698,,法术防御,288,生命,1698,,,,
10216_87,,10216_87,10216,87,法术防御_292;生命_1718,,法术防御,292,生命,1718,,,,
10216_88,,10216_88,10216,88,法术防御_295;生命_1738,,法术防御,295,生命,1738,,,,
10216_89,,10216_89,10216,89,法术防御_299;生命_1757,,法术防御,299,生命,1757,,,,
10216_90,,10216_90,10216,90,法术防御_302;生命_1777,,法术防御,302,生命,1777,,,,
10217_1,,10217_1,10217,1,物理攻击_13;法术攻击_16,,物理攻击,13,法术攻击,16,,,,
10217_2,,10217_2,10217,2,物理攻击_26;法术攻击_33,,物理攻击,26,法术攻击,33,,,,
10217_3,,10217_3,10217,3,物理攻击_40;法术攻击_50,,物理攻击,40,法术攻击,50,,,,
10217_4,,10217_4,10217,4,物理攻击_53;法术攻击_67,,物理攻击,53,法术攻击,67,,,,
10217_5,,10217_5,10217,5,物理攻击_67;法术攻击_84,,物理攻击,67,法术攻击,84,,,,
10217_6,,10217_6,10217,6,物理攻击_80;法术攻击_100,,物理攻击,80,法术攻击,100,,,,
10217_7,,10217_7,10217,7,物理攻击_94;法术攻击_117,,物理攻击,94,法术攻击,117,,,,
10217_8,,10217_8,10217,8,物理攻击_107;法术攻击_134,,物理攻击,107,法术攻击,134,,,,
10217_9,,10217_9,10217,9,物理攻击_120;法术攻击_151,,物理攻击,120,法术攻击,151,,,,
10217_10,,10217_10,10217,10,物理攻击_134;法术攻击_168,,物理攻击,134,法术攻击,168,,,,
10217_11,,10217_11,10217,11,物理攻击_147;法术攻击_184,,物理攻击,147,法术攻击,184,,,,
10217_12,,10217_12,10217,12,物理攻击_161;法术攻击_201,,物理攻击,161,法术攻击,201,,,,
10217_13,,10217_13,10217,13,物理攻击_174;法术攻击_218,,物理攻击,174,法术攻击,218,,,,
10217_14,,10217_14,10217,14,物理攻击_188;法术攻击_235,,物理攻击,188,法术攻击,235,,,,
10217_15,,10217_15,10217,15,物理攻击_201;法术攻击_252,,物理攻击,201,法术攻击,252,,,,
10217_16,,10217_16,10217,16,物理攻击_215;法术攻击_268,,物理攻击,215,法术攻击,268,,,,
10217_17,,10217_17,10217,17,物理攻击_228;法术攻击_285,,物理攻击,228,法术攻击,285,,,,
10217_18,,10217_18,10217,18,物理攻击_241;法术攻击_302,,物理攻击,241,法术攻击,302,,,,
10217_19,,10217_19,10217,19,物理攻击_255;法术攻击_319,,物理攻击,255,法术攻击,319,,,,
10217_20,,10217_20,10217,20,物理攻击_268;法术攻击_336,,物理攻击,268,法术攻击,336,,,,
10217_21,,10217_21,10217,21,物理攻击_282;法术攻击_352,,物理攻击,282,法术攻击,352,,,,
10217_22,,10217_22,10217,22,物理攻击_295;法术攻击_369,,物理攻击,295,法术攻击,369,,,,
10217_23,,10217_23,10217,23,物理攻击_309;法术攻击_386,,物理攻击,309,法术攻击,386,,,,
10217_24,,10217_24,10217,24,物理攻击_322;法术攻击_403,,物理攻击,322,法术攻击,403,,,,
10217_25,,10217_25,10217,25,物理攻击_336;法术攻击_420,,物理攻击,336,法术攻击,420,,,,
10217_26,,10217_26,10217,26,物理攻击_349;法术攻击_436,,物理攻击,349,法术攻击,436,,,,
10217_27,,10217_27,10217,27,物理攻击_362;法术攻击_453,,物理攻击,362,法术攻击,453,,,,
10217_28,,10217_28,10217,28,物理攻击_376;法术攻击_470,,物理攻击,376,法术攻击,470,,,,
10217_29,,10217_29,10217,29,物理攻击_389;法术攻击_487,,物理攻击,389,法术攻击,487,,,,
10217_30,,10217_30,10217,30,物理攻击_403;法术攻击_504,,物理攻击,403,法术攻击,504,,,,
10217_31,,10217_31,10217,31,物理攻击_416;法术攻击_520,,物理攻击,416,法术攻击,520,,,,
10217_32,,10217_32,10217,32,物理攻击_430;法术攻击_537,,物理攻击,430,法术攻击,537,,,,
10217_33,,10217_33,10217,33,物理攻击_443;法术攻击_554,,物理攻击,443,法术攻击,554,,,,
10217_34,,10217_34,10217,34,物理攻击_456;法术攻击_571,,物理攻击,456,法术攻击,571,,,,
10217_35,,10217_35,10217,35,物理攻击_470;法术攻击_588,,物理攻击,470,法术攻击,588,,,,
10217_36,,10217_36,10217,36,物理攻击_483;法术攻击_604,,物理攻击,483,法术攻击,604,,,,
10217_37,,10217_37,10217,37,物理攻击_497;法术攻击_621,,物理攻击,497,法术攻击,621,,,,
10217_38,,10217_38,10217,38,物理攻击_510;法术攻击_638,,物理攻击,510,法术攻击,638,,,,
10217_39,,10217_39,10217,39,物理攻击_524;法术攻击_655,,物理攻击,524,法术攻击,655,,,,
10217_40,,10217_40,10217,40,物理攻击_537;法术攻击_672,,物理攻击,537,法术攻击,672,,,,
10217_41,,10217_41,10217,41,物理攻击_551;法术攻击_688,,物理攻击,551,法术攻击,688,,,,
10217_42,,10217_42,10217,42,物理攻击_564;法术攻击_705,,物理攻击,564,法术攻击,705,,,,
10217_43,,10217_43,10217,43,物理攻击_577;法术攻击_722,,物理攻击,577,法术攻击,722,,,,
10217_44,,10217_44,10217,44,物理攻击_591;法术攻击_739,,物理攻击,591,法术攻击,739,,,,
10217_45,,10217_45,10217,45,物理攻击_604;法术攻击_756,,物理攻击,604,法术攻击,756,,,,
10217_46,,10217_46,10217,46,物理攻击_618;法术攻击_772,,物理攻击,618,法术攻击,772,,,,
10217_47,,10217_47,10217,47,物理攻击_631;法术攻击_789,,物理攻击,631,法术攻击,789,,,,
10217_48,,10217_48,10217,48,物理攻击_645;法术攻击_806,,物理攻击,645,法术攻击,806,,,,
10217_49,,10217_49,10217,49,物理攻击_658;法术攻击_823,,物理攻击,658,法术攻击,823,,,,
10217_50,,10217_50,10217,50,物理攻击_672;法术攻击_840,,物理攻击,672,法术攻击,840,,,,
10217_51,,10217_51,10217,51,物理攻击_685;法术攻击_856,,物理攻击,685,法术攻击,856,,,,
10217_52,,10217_52,10217,52,物理攻击_698;法术攻击_873,,物理攻击,698,法术攻击,873,,,,
10217_53,,10217_53,10217,53,物理攻击_712;法术攻击_890,,物理攻击,712,法术攻击,890,,,,
10217_54,,10217_54,10217,54,物理攻击_725;法术攻击_907,,物理攻击,725,法术攻击,907,,,,
10217_55,,10217_55,10217,55,物理攻击_739;法术攻击_924,,物理攻击,739,法术攻击,924,,,,
10217_56,,10217_56,10217,56,物理攻击_752;法术攻击_940,,物理攻击,752,法术攻击,940,,,,
10217_57,,10217_57,10217,57,物理攻击_766;法术攻击_957,,物理攻击,766,法术攻击,957,,,,
10217_58,,10217_58,10217,58,物理攻击_779;法术攻击_974,,物理攻击,779,法术攻击,974,,,,
10217_59,,10217_59,10217,59,物理攻击_792;法术攻击_991,,物理攻击,792,法术攻击,991,,,,
10217_60,,10217_60,10217,60,物理攻击_806;法术攻击_1008,,物理攻击,806,法术攻击,1008,,,,
