key,Remarks,Id,name,type,mirrorModel,volumeRadius,description,modeId,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,Chartlet,headID,scale,level,attackType,viewRange,moveSpeed,AttackRange,reactionTime,doHurt,hardStraight,life,Attack,physiqueDef,spiritDef,exemptPhysiqueDef,exemptSpiritDef,HpCount,AIGroupId,energy,energyReceive,energyPerSecond,energyTrans,energyTransFactor,attackEnergy,beatenEnergy,struckEnergy,drop,qualityId,starLevel,imageName,proportion,weight,copyId,realdevelop,shaderAttri,enterAnimation
m_170904_1_4,,m_170904_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_1_5,,m_170904_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_2_1,,m_170904_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_2_2,,m_170904_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_2_3,,m_170904_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_2_4,,m_170904_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_2_5,,m_170904_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_3_1,,m_170904_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_3_2,,m_170904_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_3_3,,m_170904_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_3_4,,m_170904_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170904_3_5,,m_170904_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170904,77,0,
m_170905_1_1,,m_170905_1_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_1_2,,m_170905_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_1_3,,m_170905_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_1_4,,m_170905_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_1_5,,m_170905_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_2_1,,m_170905_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_2_2,,m_170905_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_2_3,,m_170905_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_2_4,,m_170905_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_2_5,,m_170905_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_3_1,,m_170905_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_3_2,,m_170905_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_3_3,,m_170905_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_3_4,,m_170905_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170905_3_5,,m_170905_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170905,77,0,
m_170906_1_1,,m_170906_1_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_1_2,,m_170906_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_1_3,,m_170906_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_1_4,,m_170906_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_1_5,,m_170906_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_2_1,,m_170906_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_2_2,,m_170906_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_2_3,,m_170906_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_2_4,,m_170906_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_2_5,,m_170906_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_3_1,,m_170906_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_3_2,,m_170906_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_3_3,,m_170906_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_3_4,,m_170906_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170906_3_5,,m_170906_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170906,77,0,
m_170907_1_1,,m_170907_1_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_1_2,,m_170907_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_1_3,,m_170907_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_1_4,,m_170907_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_1_5,,m_170907_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_2_1,,m_170907_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_2_2,,m_170907_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_2_3,,m_170907_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_2_4,,m_170907_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_2_5,,m_170907_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_3_1,,m_170907_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_3_2,,m_170907_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_3_3,,m_170907_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_3_4,,m_170907_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170907_3_5,,m_170907_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170907,77,0,
m_170908_1_1,,m_170908_1_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_1_2,,m_170908_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_1_3,,m_170908_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_1_4,,m_170908_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_1_5,,m_170908_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_2_1,,m_170908_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_2_2,,m_170908_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_2_3,,m_170908_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_2_4,,m_170908_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_2_5,,m_170908_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
m_170908_3_1,,m_170908_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_77,,,,,,,,1,77,,32,5.5,12,0.3,0.02,0.5,150418,28202,9400,7519,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,16,5,Hero_head/head_BiCuiXianZi,,1,170908,77,0,
