Key,Remarks,Id,Type,modeId,level,HeroAttackRate,HeroPhysicalDefenseRate,HeroMagicDefenseRate,HeroLifeRate,MonsterAttack,MonsterPhysicalDefense,MonsterMagicDefense,MonsterLife,Hide,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,skillOpenCondition,Scale,attackType,viewRange,moveSpeed,AttackRange,reactionTime,doHurt,hardStraight,exemptPhysiqueDef,exemptSpiritDef,AIGroupId
301016_30,,301016_30,,301016,30,1,,,,,735,588,"117,810",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_31,,301016_31,,301016,31,1,,,,,754,602,"120,670",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_32,,301016_32,,301016,32,1,,,,,792,634,"127,050",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_33,,301016_33,,301016,33,1,,,,,813,649,"130,330",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_34,,301016_34,,301016,34,1,,,,,834,666,"133,620",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_35,,301016_35,,301016,35,1,,,,,857,685,"137,450",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_36,,301016_36,,301016,36,1,,,,,883,707,"141,600",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_37,,301016_37,,301016,37,1,,,,,906,725,"145,370",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_38,,301016_38,,301016,38,1,,,,,930,744,"149,150",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_39,,301016_39,,301016,39,1,,,,,957,766,"153,460",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_40,,301016_40,,301016,40,1,,,,,"1,149",919,"183,860",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_41,,301016_41,,301016,41,1,,,,,"1,268","1,015","203,310",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_42,,301016_42,,301016,42,1,,,,,"1,302","1,040","208,550",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_43,,301016_43,,301016,43,1,,,,,"1,330","1,064","213,260",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_44,,301016_44,,301016,44,1,,,,,"1,372","1,098","219,870",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_45,,301016_45,,301016,45,1,,,,,"1,411","1,128","225,950",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_46,,301016_46,,301016,46,1,,,,,"1,458","1,166","233,640",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_47,,301016_47,,301016,47,1,,,,,"1,490","1,192","238,640",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_48,,301016_48,,301016,48,1,,,,,"1,551","1,241","248,440",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_49,,301016_49,,301016,49,1,,,,,"1,582","1,267","253,460",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_50,,301016_50,,301016,50,1,,,,,"1,649","1,320","264,230",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_51,,301016_51,,301016,51,1,,,,,"1,796","1,438","287,580",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_52,,301016_52,,301016,52,1,,,,,"1,856","1,485","297,030",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_53,,301016_53,,301016,53,1,,,,,"2,032","1,625","325,140",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_54,,301016_54,,301016,54,1,,,,,"2,400","1,920","384,000",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_55,,301016_55,,301016,55,1,,,,,"2,509","2,006","401,440",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_56,,301016_56,,301016,56,1,,,,,"2,690","2,151","430,270",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_57,,301016_57,,301016,57,1,,,,,"2,750","2,199","439,870",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_58,,301016_58,,301016,58,1,,,,,"2,790","2,231","446,270",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_59,,301016_59,,301016,59,1,,,,,"2,830","2,263","452,670",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_60,,301016_60,,301016,60,1,,,,,"2,890","2,311","462,270",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_61,,301016_61,,301016,61,1,,,,,"2,930","2,343","468,670",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_62,,301016_62,,301016,62,1,,,,,"2,970","2,375","475,070",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_63,,301016_63,,301016,63,1,,,,,"3,030","2,423","484,670",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_64,,301016_64,,301016,64,1,,,,,"3,072","2,457","491,770",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_65,,301016_65,,301016,65,1,,,,,"3,112","2,489","498,170",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_66,,301016_66,,301016,66,1,,,,,"3,172","2,537","507,770",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_67,,301016_67,,301016,67,1,,,,,"3,212","2,569","514,170",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_68,,301016_68,,301016,68,1,,,,,"3,252","2,601","520,570",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_69,,301016_69,,301016,69,1,,,,,"3,312","2,649","530,170",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_70,,301016_70,,301016,70,1,,,,,"3,352","2,681","536,570",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_71,,301016_71,,301016,71,1,,,,,"3,392","2,713","542,970",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_72,,301016_72,,301016,72,1,,,,,"3,460","2,766","553,250",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_73,,301016_73,,301016,73,1,,,,,"3,500","2,798","559,650",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_74,,301016_74,,301016,74,1,,,,,"3,540","2,830","566,050",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_75,,301016_75,,301016,75,1,,,,,"3,600","2,878","575,650",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_76,,301016_76,,301016,76,1,,,,,"3,640","2,910","582,050",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_77,,301016_77,,301016,77,1,,,,,"3,680","2,942","588,450",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_78,,301016_78,,301016,78,1,,,,,"3,740","2,990","598,050",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_79,,301016_79,,301016,79,1,,,,,"3,780","3,022","604,450",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_80,,301016_80,,301016,80,1,,,,,"3,822","3,059","611,570",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_81,,301016_81,,301016,81,1,,,,,"3,882","3,107","621,170",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_82,,301016_82,,301016,82,1,,,,,"3,922","3,139","627,570",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_83,,301016_83,,301016,83,1,,,,,"3,962","3,171","633,970",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_84,,301016_84,,301016,84,1,,,,,"4,022","3,219","643,570",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_85,,301016_85,,301016,85,1,,,,,"4,062","3,251","649,970",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_86,,301016_86,,301016,86,1,,,,,"4,102","3,283","656,370",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_87,,301016_87,,301016,87,1,,,,,"4,162","3,331","665,970",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_88,,301016_88,,301016,88,1,,,,,"4,202","3,363","672,370",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_89,,301016_89,,301016,89,1,,,,,"4,242","3,395","678,770",,30101608,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301016_90,,301016_90,,301016,90,1,,,,,"4,339","3,473","694,210",,30101610,30101611,30101601_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_1,,301017_1,,301017,1,1,,,,,54,43,"8,650",,30101710,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_2,,301017_2,,301017,2,1,,,,,64,50,"10,270",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_3,,301017_3,,301017,3,1,,,,,74,58,"11,890",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_4,,301017_4,,301017,4,1,,,,,84,67,"13,510",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_5,,301017_5,,301017,5,1,,,,,94,75,"15,130",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_6,,301017_6,,301017,6,1,,,,,104,83,"16,750",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_7,,301017_7,,301017,7,1,,,,,114,90,"18,360",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_8,,301017_8,,301017,8,1,,,,,124,99,"19,980",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_9,,301017_9,,301017,9,1,,,,,134,107,"21,600",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_10,,301017_10,,301017,10,1,,,,,145,115,"23,220",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_11,,301017_11,,301017,11,1,,,,,155,124,"24,840",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_12,,301017_12,,301017,12,1,,,,,165,131,"26,460",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_13,,301017_13,,301017,13,1,,,,,175,139,"28,070",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_14,,301017_14,,301017,14,1,,,,,185,147,"29,690",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_15,,301017_15,,301017,15,1,,,,,223,178,"35,760",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_16,,301017_16,,301017,17,1,,,,,239,191,"38,250",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_17,,301017_17,,301017,17,1,,,,,254,203,"40,740",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_18,,301017_18,,301017,18,1,,,,,270,215,"43,220",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_19,,301017_19,,301017,19,1,,,,,285,228,"45,710",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_20,,301017_20,,301017,20,1,,,,,333,266,"53,410",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_21,,301017_21,,301017,21,1,,,,,424,339,"67,940",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_22,,301017_22,,301017,22,1,,,,,443,354,"70,960",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_23,,301017_23,,301017,23,1,,,,,462,369,"73,970",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_24,,301017_24,,301017,24,1,,,,,481,384,"76,980",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_25,,301017_25,,301017,25,1,,,,,525,419,"84,090",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_26,,301017_26,,301017,26,1,,,,,539,431,"86,270",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_27,,301017_27,,301017,27,1,,,,,552,441,"88,440",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_28,,301017_28,,301017,28,1,,,,,566,452,"90,620",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_29,,301017_29,,301017,29,1,,,,,580,463,"92,800",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_30,,301017_30,,301017,30,1,,,,,735,588,"117,810",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_31,,301017_31,,301017,31,1,,,,,754,602,"120,670",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_32,,301017_32,,301017,32,1,,,,,792,634,"127,050",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_33,,301017_33,,301017,33,1,,,,,813,649,"130,330",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_34,,301017_34,,301017,34,1,,,,,834,666,"133,620",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_35,,301017_35,,301017,35,1,,,,,857,685,"137,450",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_36,,301017_36,,301017,36,1,,,,,883,707,"141,600",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_37,,301017_37,,301017,37,1,,,,,906,725,"145,370",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_38,,301017_38,,301017,38,1,,,,,930,744,"149,150",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_39,,301017_39,,301017,39,1,,,,,957,766,"153,460",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_40,,301017_40,,301017,40,1,,,,,"1,149",919,"183,860",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_41,,301017_41,,301017,41,1,,,,,"1,268","1,015","203,310",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_42,,301017_42,,301017,42,1,,,,,"1,302","1,040","208,550",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_43,,301017_43,,301017,43,1,,,,,"1,330","1,064","213,260",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_44,,301017_44,,301017,44,1,,,,,"1,372","1,098","219,870",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_45,,301017_45,,301017,45,1,,,,,"1,411","1,128","225,950",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_46,,301017_46,,301017,46,1,,,,,"1,458","1,166","233,640",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_47,,301017_47,,301017,47,1,,,,,"1,490","1,192","238,640",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_48,,301017_48,,301017,48,1,,,,,"1,551","1,241","248,440",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_49,,301017_49,,301017,49,1,,,,,"1,582","1,267","253,460",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_50,,301017_50,,301017,50,1,,,,,"1,649","1,320","264,230",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_51,,301017_51,,301017,51,1,,,,,"1,796","1,438","287,580",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_52,,301017_52,,301017,52,1,,,,,"1,856","1,485","297,030",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_53,,301017_53,,301017,53,1,,,,,"2,032","1,625","325,140",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_54,,301017_54,,301017,54,1,,,,,"2,400","1,920","384,000",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_55,,301017_55,,301017,55,1,,,,,"2,509","2,006","401,440",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_56,,301017_56,,301017,56,1,,,,,"2,690","2,151","430,270",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_57,,301017_57,,301017,57,1,,,,,"2,750","2,199","439,870",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_58,,301017_58,,301017,58,1,,,,,"2,790","2,231","446,270",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_59,,301017_59,,301017,59,1,,,,,"2,830","2,263","452,670",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_60,,301017_60,,301017,60,1,,,,,"2,890","2,311","462,270",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_61,,301017_61,,301017,61,1,,,,,"2,930","2,343","468,670",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_62,,301017_62,,301017,62,1,,,,,"2,970","2,375","475,070",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_63,,301017_63,,301017,63,1,,,,,"3,030","2,423","484,670",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_64,,301017_64,,301017,64,1,,,,,"3,072","2,457","491,770",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_65,,301017_65,,301017,65,1,,,,,"3,112","2,489","498,170",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_66,,301017_66,,301017,66,1,,,,,"3,172","2,537","507,770",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_67,,301017_67,,301017,67,1,,,,,"3,212","2,569","514,170",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_68,,301017_68,,301017,68,1,,,,,"3,252","2,601","520,570",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_69,,301017_69,,301017,69,1,,,,,"3,312","2,649","530,170",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_70,,301017_70,,301017,70,1,,,,,"3,352","2,681","536,570",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_71,,301017_71,,301017,71,1,,,,,"3,392","2,713","542,970",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_72,,301017_72,,301017,72,1,,,,,"3,460","2,766","553,250",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_73,,301017_73,,301017,73,1,,,,,"3,500","2,798","559,650",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_74,,301017_74,,301017,74,1,,,,,"3,540","2,830","566,050",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_75,,301017_75,,301017,75,1,,,,,"3,600","2,878","575,650",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_76,,301017_76,,301017,76,1,,,,,"3,640","2,910","582,050",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_77,,301017_77,,301017,77,1,,,,,"3,680","2,942","588,450",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_78,,301017_78,,301017,78,1,,,,,"3,740","2,990","598,050",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_79,,301017_79,,301017,79,1,,,,,"3,780","3,022","604,450",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_80,,301017_80,,301017,80,1,,,,,"3,822","3,059","611,570",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_81,,301017_81,,301017,81,1,,,,,"3,882","3,107","621,170",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_82,,301017_82,,301017,82,1,,,,,"3,922","3,139","627,570",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_83,,301017_83,,301017,83,1,,,,,"3,962","3,171","633,970",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_84,,301017_84,,301017,84,1,,,,,"4,022","3,219","643,570",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_85,,301017_85,,301017,85,1,,,,,"4,062","3,251","649,970",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_86,,301017_86,,301017,86,1,,,,,"4,102","3,283","656,370",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_87,,301017_87,,301017,87,1,,,,,"4,162","3,331","665,970",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_88,,301017_88,,301017,88,1,,,,,"4,202","3,363","672,370",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_89,,301017_89,,301017,89,1,,,,,"4,242","3,395","678,770",,30101708,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
301017_90,,301017_90,,301017,90,1,,,,,"4,339","3,473","694,210",,30101710,30101711,30101701_1,,,,,,,0.8,,32,5.5,12,0.3,0.25,0.25,,,
300029_1,,300029_1,1,300029,1,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_2,,300029_2,1,300029,2,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_3,,300029_3,1,300029,3,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_4,,300029_4,1,300029,4,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_5,,300029_5,1,300029,5,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_6,,300029_6,1,300029,6,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_7,,300029_7,1,300029,7,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_8,,300029_8,1,300029,8,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_9,,300029_9,1,300029,9,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_10,,300029_10,1,300029,10,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_11,,300029_11,1,300029,11,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_12,,300029_12,1,300029,12,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_13,,300029_13,1,300029,13,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_14,,300029_14,1,300029,14,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
300029_15,,300029_15,1,300029,15,1,,,,,10,8,"3,310",,30002910,30002911,,,,,,,,1,,32,5.5,12,0.3,0.25,0.25,,,
