key,Remarks,ModelActionName,Id,SkillName,ReleaseType,EffectBeginName,EffectBeginBindPoint,EffectBeginDelay,EffectBeginDuration,LoopModelAction,EffectLoopName,EffectLoopBindPoint,EffectLoopTime,LoopReleaseModelAction,EffectLoopReleaseName,EffectLoopReleaseBindPoint,EffectFlyName,EffectFlyStartPoint,EffectFlySpeed,EffectFlyTime,EffectFlyDelay,EffectFlyCombo,EffectFlyEndPoint,EffectEndName,EffectEndPoint,EffectEndDelay,EffectEndDuration,HitEffectName,HitEffectPoint,HiteffectDuration,Type,EffectFlyType,EffectFlyAngle,EffectTargetType,EffectTargetNumber,BulletTargetType,BulletTargetParam,AoeType,TargetType,RandomLimit,CD,StartCDTime,TotalTime,Priority,Distance,FindTargetDistance,HitType,Buff,Vampire,EnergyRecovery,MagicEnergyRecovery,HideHeros,MarkTimeDuration,Description,Icon,Atlas,Voice,BeginEffectSound,EffectSound,EndEffectSound,HitSound
40101204,,,40101204,新·陈奇被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,新·陈奇被动技能2,Skill/skill_005,Icon,,,,,
40200100,,attack,40200100,姜子牙普攻,,202001_attack_fly,,,1,,,,,,,,Common/Cube,,,0.2,,,,,,,2,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,2.7,,2.4,5,8,8,,,,,,1,,普通攻击，近战,,,,,,,Skill/sound_20100102_01.mp3|0
40200101,,skill01,40200101,狂风绝息,,fx_202001_skill01_pre,"fx_04,",,4,,,,,,,,fx_202001_skill01_Taijiyu_fly,fx_04,,1.5,,2,1,fx_202001_skill01_end,,3.3,3,,,,2,5,,1,,2,1.5,,1,1,12.5,,5,1,8,12,,20200111,,,,1,,必杀技能攻击,Skill/skill_004,Icon,Role/voice_202001_2.mp3|0,Skill/sound_20200101_1.mp3|0,Skill/sound_20200101_fly.mp3|0,,
40200102,,skill02,40200102,风之障壁,,fx_202001_skill02_01,fx_03,0.1,1,,,,,,,,fx_202001_skill02_taijiyu_fly,fx_03,,1,1,,,,,,,fx_202001_skill02_01_end,bind_root,1,3,5,,1,2,1,,1,1,1,10.8,,3,2,16,12,,,,,,1,,技能攻击1,Skill/skill_007,Icon,,Skill/sound_20200102_1.mp3|0,,,
40200103,,,40200103,姜子牙被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,技能攻击2,Skill/skill_001,Icon,,,,,
40200104,,,40200104,姜子牙被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,被动技能2,Skill/skill_009,Icon,,,,,
40200106,,skill01,40200106,姜子牙组合,,fx_202001_skill01_pre,,,4,,,,,,,,fx_202001_skill01_Taijiyu_fly,,,1.5,,2,1,fx_202001_skill01_end,,3.3,3,,,,2,,,1,,2,3,,1,5,15,,3.1,1,6,12,,,,,,1,,必杀技能攻击,Skill/skill_004,Icon,Role/voice_202001_2.mp3|0,,,,Skill/sound_20200102_01.mp3|0
40200109,,die,40200109,姜子牙死亡,,fx_202001_die,,,4,,,,,,,,,,,,,,1,,,,,,,,6,,,3,,1,10,1,,5,,,2.8,1,1,1,,,,,,1,,姜子牙死亡,,,,,,,
40200200,,attack,40200200,哪吒普攻,,202002_attack,,,2,,,,,,,,Common/Cube,,,0.15,0.4,,1,,,,,202002_hit,hit,1,1,5,,1,,1,,1,1,5,3.3,,2.1,5,8,8,,,,,,1,,普通攻击，近战,,,,,,,Skill/sound_20200201_01.mp3|0
40200201,,skill01,40200201,死亡混天绫,,"202002_skill01_begin,202002_skill01_begin_lefthand",",fx_lefthand,",1.3,2,,,,,,,,Common/Cube,,,0.2,3,,1,202002_skill01,,1.7,3.1,202002_skill01_hit,hit,1,2,5,,3,,2,5,,1,5,12.5,,5,1,12,12,,,,,,1,,技能攻击1,Skill/skill_003,Icon,Role/voice_20200201_1.mp3|0,Skill/sound_20200201_1.mp3|0,,,
40200202,,skill02,40200202,乾坤圈,,"fx_202002_skill02_1,fx_202002_skill02_2",,,4,,,,,,,,Common/Cube,,,0.1,0.7,"0.5,0.3,0.3",,,,,,202002_hit,hit,1,3,5,,3,,3,12,1,1,5,13.2,6,2.7,2,16,12,,,,,,1,,技能攻击2,Skill/skill_004,Icon,,Skill/sound_20200202_1.mp3|0,,,
40200203,,,40200203,被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,技能3,Skill/skill_005,Icon,,,,,
40200204,,,40200204,被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,技能3,Skill/skill_005,Icon,,,,,
40200400,,attack,40200400,雷震子普攻,,"fx_02,fx_03",,,2,,,,,,,,fx_202004_attack,,20,,0.7,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,3.3,,2.1,5,8,8,,,,,,1,,雷震子普攻,Skill/skill_002,Icon,,,,,Skill/sound_20200400_01.mp3|0
40200401,,skill01_begin,40200401,雷震子必杀,2,"fx_02,fx_03,fx_202004_skill01_begin",,,4,skill01_loop,T:fx_202004_skill01_loop,,3,skill01_loop_release,Common/Cube,,Common/Cube,,,0.1,,"0.1,0.5,0.5,0.5,0.5",,fx_202004_skill01_end,,,3,fx_202004_skill03_hit,hit,1.5,2,5,,12,,2,10,,1,5,12.5,,5,1,-8,12,,,,,,1,,雷震子必杀,Skill/skill_002,Icon,Role/voice_20200401_1.mp3|0,Skill/sound_20200401_1.mp3|0,,,
40200402,,skill02,40200402,雷震子技能1,,"fx_02,fx_03",,,4,,,,,,,,Common/Cube,,,0.1,1.2,,,fx_202004_skill02,,,2.5,Common/Hit,hit,,3,5,,1,,1,,1,1,5,13.2,,2.5,2,8,8,,,,,,1,,雷震子技能1,Skill/skill_002,Icon,,Skill/sound_20200402_1.mp3|0,,,
40200403,,,40200403,雷震子被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,雷震子被动技能1,Skill/skill_005,Icon,,,,,
40200404,,,40200404,雷震子被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,雷震子被动技能2,Skill/skill_005,Icon,,,,,
40200500,,attack,40200500,云中子普攻,,,,,4,,,,,,,,fx_202005_attack,,15,,0.6,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,2.7,,2.1,5,8,12,,,,,,1,,云中子普攻,Skill/skill_002,Icon,,,,,Skill/sound_20200500_01.mp3|0
40200501,,skill01,40200501,云中子必杀,,"fx_202005_skill01_begin,fx_202005_skill01_loop",,,4,,,,,,,,fx_202005_skill01_fly,,30,,,"1.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",1,,,,,fx_202005_skill01_hit,hit,0.8,2,4,,8,,1,,1,1,5,12.5,,5,1,16,12,,,,,,1,,云中子必杀,Skill/skill_002,Icon,Role/voice_202005_2.mp3|0,,,,Skill/sound_20400401_01.mp3|0
40200502,,skill02,40200502,云中子技能1,,fx_202005_skill02_begin,,,1,,,,,,,,Common/Cube,,,0.2,,,1,,,,,,,,8,5,,2,,3,,1,,1,10.8,,2,2,16,12,1,,,,,1,,云中子技能1,Skill/skill_002,Icon,,,,,
40200503,,,40200503,云中子被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,云中子被动技能1,Skill/skill_005,Icon,,,,,
40200504,,,40200504,云中子被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,云中子被动技能2,Skill/skill_005,Icon,,,,,
40200600,,attack,40200600,燃灯道人普攻,,fx_202006_attack,,,6,,,,,,,,Common/Cube,,,0.1,0.35,,1,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3.6,,2.1,5,4,6,,,1,,,1,,燃灯道人普攻,Skill/skill_002,Icon,,,,,Skill/sound_20200602_hit.mp3|0
40200601,,skill01,40200601,燃灯道人必杀,,"fx_202006_skill01,fx_202006_skill01_right_hand",,,6,,,,,,,,Common/Cube,,,0.1,2.3,,1,,,,,fx_202006_skill01_Hit,hit,0.8,2,5,,3,,2,4,,1,5,12.5,,4.5,1,6,6,,,,,,1,,燃灯道人必杀,Skill/skill_002,Icon,Role/voice_20200601_1.mp3|0,Skill/sound_20200601_1.mp3|0,,,
40200602,,skill02,40200602,燃灯道人技能1,,fx_202006_skill02,,,6,,,,,,,,Common/Cube,,,0.2,,"0.2,0.5",1,,,,,fx_202006_skill01_Hit,hit,0.8,3,5,,1,,1,,1,1,5,14.4,2,2.5,2,4,6,,,,,,1,,燃灯道人技能1,Skill/skill_002,Icon,,Skill/sound_20200602_1.mp3|0,,,Skill/sound_20200602_hit.mp3|0
40200603,,,40200603,燃灯道人被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,燃灯道人被动技能1,Skill/skill_005,Icon,,,,,
40200604,,,40200604,燃灯道人被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,燃灯道人被动技能2,Skill/skill_005,Icon,,,,,
40200609,,die,40200609,燃灯道人死亡,,fx_202006_die,,,6,,,,,,,,,,,,,,1,,,,,,,,6,,,3,,1,10,1,,5,,,2.2,1,1,1,,,,,,1,,燃灯道人死亡,,,,,,,
40300100,,attack,40300100,琼霄普攻,,203001_attack_root,fx_02,,2,,,,,,,,203001_attack_fly,fx_01,15,,,0.55,1,,,,,fx_203001_attack_hit,hit,0.8,1,,,1,,1,,1,1,5,2.7,,2.3,5,12,12,,,,,,1,,琼霄普攻,Skill/skill_004,Icon,,,,,Skill/sound_20300101_01.mp3|0
40300101,,skill01,40300101,琼霄必杀,,203001_attack_root,"fx_02,",1,2,,,,,,,,fx_203001_skill05_fly,,20,,3,,,,,1.8,1.8,fx_203001_skill01_Hit,hit,0.8,2,1,60,8,,1,,,1,5,12.5,,3.1,1,16,12,,,,,,1,,琼霄必杀,Skill/skill_007,Icon,Role/voice_20200202_01.mp3|0,,,,Skill/sound_20300102_01.mp3|0
40300102,,skill02,40300102,琼霄技能1,,203001_skill02_attack,fx_02,,2,,,,,,,,203001_skill02_fly,,10,,0.8,,1,,,,,203001_skill02_hit,hit,1.5,3,,,6,,1,,,1,5,10.8,,3.1,2,16,12,,20300102,,,,1,,琼霄普攻,Skill/skill_004,Icon,,,,,Skill/sound_20300101_01.mp3|0
40300103,,,40300103,琼霄被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,琼霄被动1,Skill/skill_004,Icon,,,,,
40300104,,,40300104,琼霄被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,琼霄被动1,Skill/skill_004,Icon,,,,,
40300200,,attack,40300200,李兴霸普攻,,,,,,,,,,,,,fx_203002_attack_fly,,18,,0.5,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,2.4,,2.1,5,8,12,,,,,,1,,李兴霸普攻,Skill/skill_002,Icon,,,,,Skill/sound_20300200_01.mp3|0
40300201,,skill01_begin,40300201,李兴霸必杀,2,fx_203002_skill01_begin,,,4,skill01_loop,fx_203002_skill01_loop,,0.6,skill01_loop_release,Common/Cube,,Common/Cube,,,0.15,,,,,,,,fx_203002_skill01_hit,hit,0.8,2,5,,3,,2,3,,1,1,12.5,,5,1,8,12,,,,,,1,,李兴霸必杀,Skill/skill_002,Icon,Role/voice_203002_2.mp3|0,Skill/sound_20300201_1.mp3|0,,,
40300202,,skill02,40300202,李兴霸技能1,,fx_203002_skill02,,,4,,,,,,,,Common/Cube,,,0.2,0.5,,,,,,,,,,3,5,,2,,1,,1,,5,9.6,2,2,2,,12,1,20300202,,,,1,,李兴霸技能1,Skill/skill_002,Icon,,Skill/sound_20300202_1.mp3|0,,,
40300203,,,40300203,李兴霸被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,李兴霸被动技能1,Skill/skill_005,Icon,,,,,
40300204,,,40300204,李兴霸被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,李兴霸被动技能2,Skill/skill_005,Icon,,,,,
40300300,,attack,40300300,魔礼寿普攻,,,,,4,,,,,,,,fx_203003_attack_fly,,15,,0.25,,1,,,,,Common/Hit,hit,1.5,1,,,1,,1,,1,1,5,3.3,,2.6,5,9,12,,,,,,1,,魔礼寿普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
40300301,,skill01,40300301,魔礼寿必杀,,fx_203003_skill01_begin,,,4,,,,,,,,Common/Cube,,20,,,,,fx_203003_skill01,,,4,Common/Hit,hit,0.8,2,,,10,,1,,1,1,1,12.5,,2.8,1,0.5,12,,20300301,,,,1,,魔礼寿必杀,Skill/skill_002,Icon,Role/voice_203003_2.mp3|0,Skill/sound_20300301_1.mp3|0,,,
40300302,,skill02,40300302,魔礼寿技能1,,fx_203003_skill02,,,4,,,,,,,,Common/Cube,,,0.18,0.35,,1,,,,,Common/Hit,hit,1.5,3,5,,3,,2,3,,1,1,13.2,6.5,3,2,8,12,,,,,,1,,魔礼寿技能1,Skill/skill_002,Icon,,Skill/sound_20300302_1.mp3|0,,,
40300303,,,40300303,魔礼寿被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,魔礼寿被动技能1,Skill/skill_005,Icon,,,,,
40300304,,,40300304,魔礼寿被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,魔礼寿被动技能2,Skill/skill_005,Icon,,,,,
40300400,,attack,40300400,妲己普攻,,,,,2,,,,,,,,fx_203004_attack,,15,,0.6,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,3.3,0.2,2.1,5,12,12,,,,,,1,,普通攻击，近战,,,,,,,Skill/sound_20400101_01.mp3|0
40300401,,skill01,40300401,妲己必杀,,"fx_203004_skill05_pre,fx_203004_skill05203004_skill05_pre_fx_02",,,4,,,,,,,,Common/Cube,,,0.1,,"2.53,0.2,0.2,0.2,0.2",1,,,,,fx_203004_skill05,hit,1.5,2,5,,8,,1,,1,1,1,12.5,,6,1,18,12,,,,,,,,必杀，前方范围攻击,Skill/skill_002,Icon,Role/voice_203004_2.mp3|0,Skill/sound_20300401_1.mp3|0,,,
40300402,,skill02,40300402,妲己技能1,,fx_203004_skill02_begin,,,4,,,,,,,,fx_203004_skill02_fly,,10,,1,,1,,,,,Common/Hit,hit,0.8,3,,,6,,1,,,1,5,13.2,,3.1,2,16,12,,20300102,,,,1,,妲己技能1,Skill/skill_004,Icon,,Skill/sound_20300402_fly.mp3|0,,,Skill/sound_20300402_hit.mp3|0
40300403,,skill03,40300403,妲己技能1,,fx_203004_skill03_begin,,,4,,,,,,,,Common/Cube,,,0.1,0.6,,1,,,,,,,,3,5,,2,,1,12,1,1,1,13.2,1.5,5,3,12,12,,,,,,1,,妲己技能2,Skill/skill_004,Icon,,Skill/sound_20300403_1.mp3|0,,,Skill/sound_20300403_loop.mp3|0
40300404,,,40300404,妲己被动2,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,妲己被动2,Skill/skill_004,Icon,,,,,
40301000,,attack,40301000,广成子普攻,,,,,4,,,,,,,,fx_203010_attack_fly,,12,,0.45,,1,,,,,fx_203010_attack_hit,hit,1.5,1,,,1,,1,,1,1,5,2.7,,2.1,5,8,12,,,,,,1,,广成子普攻,Skill/skill_002,Icon,,,,,Skill/sound_20301000_01.mp3|0
40301001,,skill01,40301001,广成子必杀,,fx_203010_skill01,,,4,,,,,,,,Common/Cube,,,0.15,,"2.1,0.2,0.2,0.2,0.2",,,,,,fx_203010_hit,hit,1.5,2,5,,3,,2,3,,1,5,12.5,,3.5,1,8,12,,,,,,1,,广成子必杀,Skill/skill_002,Icon,Role/voice_203010_2.mp3|0,Skill/sound_20301001_1.mp3|0,,,
40301002,,skill02,40301002,广成子技能1,,,,,4,,,,,,,,fx_203010_skill02_fly,,10,,,"0.5,0.3",1,,,,,fx_203010_skill02_hit,hit,1.5,3,2,,1,,3,,1,1,5,10.8,,2,2,,12,,,,,,1,,广成子技能1,Skill/skill_002,Icon,,,,,Skill/sound_20301002_hit.mp3|0
40301003,,,40301003,广成子被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,广成子被动技能1,Skill/skill_005,Icon,,,,,
40301004,,,40301004,广成子被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,广成子被动技能2,Skill/skill_005,Icon,,,,,
40301100,,attack,40301100,普贤真人普攻,,fx_203011_attack_begin,,,4,,,,,,,,fx_203011_attack_fly,,15,,0.5,,1,,,,,Common/Hit,hit,2,1,,,1,,1,,1,1,1,2.7,,2.2,5,8,12,,,,,,1,,普贤真人普攻,Skill/skill_002,Icon,,,,,
40301101,,skill01,40301101,普贤真人必杀,,"fx_203011_skill01_begin,fx_203011_skill01_begin_1,fx_203011_skill01_begin_2",,,4,,,,,,,,Common/Cube,,,0.3,1.9,,1,,,,,Common/Hit,hit,4,2,5,,4,,1,,1,,5,12.5,,5,1,12,12,1,,,,,1,,普贤真人必杀,Skill/skill_002,Icon,Role/voice_203011_2.mp3|0,,,,
40301102,,skill02,40301102,普贤真人技能1,,fx_203001_skill02_begin,,,4,,,,,,,,Common/Cube,,,0.25,0.6,,,fx_203001_skill02,,0.15,4,Common/Hit,hit,2,3,5,,1,,1,,1,1,1,10.8,10,2.5,2,12,12,,,,,,1,,普贤真人技能1,Skill/skill_002,Icon,,,,,
40301103,,skill03,40301103,普贤真人技能2,,fx_203011_skill03_begin_1,,,4,,,,,,,,Common/Cube,,,0.2,,,1,,,,,,,,3,5,,7,,1,,1,,1,7.5,5,2.1,3,4,12,1,,,,,1,,普贤真人技能1,Skill/skill_002,Icon,,,,,
40301104,,,40301104,普贤真人被动1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,普贤真人被动技能2,Skill/skill_005,Icon,,,,,
40301300,,attack,40301300,申公豹普攻,,,,,,,,,,,,,fx_203013_attack_fly,,10,,0.6,,1,,,,,fx_203013_hit,,1.5,1,,,1,,1,,1,1,1,3.3,,2.2,5,8,12,,,,,,1,,申公豹普攻,Skill/skill_002,Icon,,,,,Skill/sound_20200400_01.mp3|0
40301301,,skill01,40301301,申公豹必杀,,fx_203013_skill05_pre,,,4,,,,,,,,Common/Cube,,,0.2,,"2.5,0.4,0.4,0.4,0.4,0.4",1,fx_203013_skill05,,1,8,fx_203013_hit,bind_root,1.5,2,5,,12,,2,5,,1,5,12.5,,3.5,1,-6,12,,,,,,1,,申公豹必杀,Skill/skill_002,Icon,Role/voice_203013_2.mp3|0,Skill/sound_20301301_1.mp3|0,,,
40301302,,skill02,40301302,申公豹技能1,,fx_203013_skill02_begin,,,4,,,,,,,,fx_203013_skill02_fly,,12,,1.5,,1,,,,,Common/Cube,hit,,3,,,6,,1,,1,1,1,13.2,,2.1,2,6,12,,,,,,1,,申公豹技能1,Skill/skill_002,Icon,,"Skill/sound_20301302_1.mp3|0,Skill/sound_20301302_loop.mp3|1.8,Skill/sound_20301302_loop.mp3|4",Skill/sound_20301302_fly.mp3|0,,Skill/sound_20301302_hit.mp3|0
40301303,,,40301303,申公豹被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,申公豹被动技能1,Skill/skill_005,Icon,,,,,
40301304,,,40301304,申公豹被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,申公豹被动技能2,Skill/skill_005,Icon,,,,,
40301308,,enter,40301308,申公豹入场,,"effect_203013_01,effect_203013_02",,,8,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,申公豹怪物入场,,,,,,,
40301311,,skill01,40301311,申公豹必杀,,fx_203013_skill05_pre,,,4,,,,,,,,Common/Cube,,,0.2,,"2.5,0.4,0.4,0.4,0.4,0.4",1,fx_203013_skill05,,1,8,fx_203013_hit,bind_root,1.5,2,5,,12,,2,5,,1,5,5,,3.5,1,-7,12,,,,,,1,,剧情申公豹必杀,Skill/skill_002,Icon,Role/voice_203013_2.mp3|0,Skill/sound_20301301_1.mp3|0,,,
40400100,,attack,40400100,龙吉普攻,,,,,2,,,,,,,,fx_204001_attack_fly,,10,,0.35,,1,,,,4,fx_204001_attack_Hit,hit,1.5,1,,,1,,1,,1,1,5,2.4,,2.5,5,8,12,,,,,,1,,龙吉普攻,,,,,,,Skill/sound_20400101_01.mp3|0
40400101,,skill01,40400101,龙吉必杀,,fx_204001_skill01_hp,,,4,,,,,,,,Common/Cube,,,0.15,1.1,,1,,,0.7,5,,,0.8,2,5,,2,,1,16,,,1,12.5,,5,1,8,12,1,20400101,,,,1,,龙吉必杀,Skill/skill_003,Icon,Role/voice_20400101_1.mp3|0,"Skill/sound_20400101_1.mp3|0,Skill/sound_20400101_hit.mp3|1.2",,,
40400102,,skill02,40400102,晨露,,fx_204001_skill04_pre,,,4,,,,,,,,fx_204001_skill04_fly,,10,,0.8,,1,fx_204001_skill04,,,5,,,,3,,,4,2,1,,1,,5,9.6,,3,2,16,12,1,,,,,1,,龙吉技能1,Skill/skill_001,Icon,,"Skill/sound_20400102_1.mp3|0,Skill/sound_20400102_hit.mp3|0.8",,,
40400103,,,40400103,雾露,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,龙吉被动技能1,Skill/skill_005,Icon,,,,,
40400104,,skill02,40400104,雾气护盾,,fx_204001_skill04_pre,,,4,,,,,,,,Common/Cube,,,0.2,,,1,,,,,,,,3,5,,2,,1,,1,,1,12,12,2,,16,12,1,,,,,1,,龙吉入场技能,Skill/skill_005,Icon,,,,,
40400200,,attack,40400200,喜媚儿普攻,,,,,9,,,,,,,,fx_204002_attack_fly,,10,,0.3,,,,,,,Common/Hit,hit,1.5,1,,,1,,1,,1,1,1,2.4,,2.1,5,12,12,,,,,,1,,喜媚儿普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
40400201,,skill01_begin,40400201,喜媚儿必杀,2,"fx_204002_skill01_begin,fx_204002_skill01_begin01",,,4,skill01_loop,fx_204002_skill01_loop,,3,skill01_loop_release,Common/Cube,,Common/Cube,,,0.15,,"0.1,0.5,0.5,0.5,0.5",,,,,,,,,2,5,,3,,2,24,,,1,12.5,,2.8,2,12,12,1,,,,,1,,喜媚儿必杀,Skill/skill_002,Icon,Role/voice_204002_2.mp3|0,Skill/sound_20400201_1.mp3|0,,,
40400202,,skill02,40400202,喜媚儿技能1,,,,,6,,,,,,,,fx_204002_skill02_fly,,10,,0.65,,1,,,,,,,,3,2,,1,,2,6,1,,1,9.6,,2.8,2,8,12,1,,,,,1,,喜媚儿技能1,Skill/skill_002,Icon,,,Skill/sound_20400202_fly.mp3|0,,Skill/sound_20400202_hit.mp3|0
40400203,,,40400203,喜媚儿被动技能1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,喜媚儿被动技能1,Skill/skill_005,Icon,,,,,
40400204,,,40400204,喜媚儿被动技能2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,1,,1,,5,,,,,,1,,,,,,1,,喜媚儿被动技能2,Skill/skill_005,Icon,,,,,
40400300,,attack,40400300,武吉普攻,,fx_204003_attack,,,4,,,,,,,,Common/Cube,,,0.1,0.3,,,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3.6,,2.1,5,4,6,,,1,,,1,,武吉普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400300_01.mp3|0
40400301,,skill01,40400301,武吉必杀,,fx_204003_skill01,,,4,,,,,,,,Common/Cube,,,0.2,1.6,,1,,,,,,,,2,5,,1,,1,,1,,1,7.5,6,3,1,6,6,1,20400301,,,,1,,武吉必杀,Skill/skill_002,Icon,Role/voice_204003_2.mp3|0,,,,Skill/sound_20400401_01.mp3|0
40400302,,skill02,40400302,武吉技能1,,fx_204003_skill02_pre,,,3,,,,,,,,fx_204003_skill02_fly,,20,,1,,,fx_204003_skill02_end,,0.3,4,fx_204003_skill02_hit,hit,1.5,3,,,6,,1,,1,1,1,7.5,7.5,2,2,12,12,,20400302,,,,1,,武吉技能1,Skill/skill_002,Icon,,,,,
40400303,,,40400303,武吉被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,武吉被动1,Skill/skill_004,Icon,,,,,
40400304,,,40400304,武吉被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,武吉被动1,Skill/skill_004,Icon,,,,,
40400400,,attack,40400400,李靖普攻,,,,,6,,,,,,,,fx_204004_attack,,15,,0.6,,1,,,,,fx_204004_attack_hit,hit,0.8,1,,,1,,1,,1,1,5,2.55,,2.1,5,8,12,,,,,,1,,李靖普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
40400401,,skill01,40400401,李靖必杀,,fx_204004_skill01_begin,,,6,,,,,,,,Common/Cube,,,0.2,2.1,,1,fx_204004_skill01,,,4,Common/Hit,hit,0.8,2,5,,3,,2,3,,1,5,12.5,,5,1,12,12,,,,,,1,,李靖必杀,Skill/skill_002,Icon,Role/voice_20400401_1.mp3|0,Skill/sound_20400401_1.mp3|0,,,
40400402,,skill02,40400402,李靖技能1,,,,0.6,1.5,,,,,,,,Common/Cube,,,0.1,1.2,,1,,,,,,,,3,5,,2,,1,16,,,5,10.2,6,4,2,8,8,1,500034,,,,1,,李靖技能1,Skill/skill_002,Icon,,Skill/sound_20400402_1.mp3|0,,,
40400403,,,40400403,李靖被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,妲己被动1,Skill/skill_004,Icon,,,,,
40400404,,,40400404,李靖被动1,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,李靖被动1,Skill/skill_004,Icon,,,,,
40400500,,attack,40400500,高友乾普攻,,,,,4,,,,,,,,fx_204005_attack_fly,,14,,0.5,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,1,2.4,,2.1,5,12,12,,,,,,1,,高友乾普攻,Skill/skill_002,Icon,,,,,Skill/sound_20400400_01.mp3|0
40400501,,skill01,40400501,高友乾必杀,,"fx_204005_skill01_pre_L,fx_204005_skill01_pre_R,fx_204005_skill01_begin",,,8,,,,,,,,Common/Cube,,,0.15,,,1,fx_204005_skill01,,,8,Common/Cube,hit,8,2,5,,12,,2,12,,,1,12.5,,8,2,-4,12,1,,,,,1,,高友乾必杀,Skill/skill_002,Icon,Role/voice_204005_2.mp3|0,"Skill/sound_20400501_1.mp3|0,Skill/sound_20400501_loop.mp3|1.5,Skill/sound_20400501_loop.mp3|3.6",,,
