Key,Remarks,id,name,consumeType,enchantExp,quality,property,smeltperc,trainItemId,stackNum,icon,atlas,description,skillId,skillId_passive,Skill_UnLock,upMagic,uplevel,goods,upMagicCost,upMagicMoneyType,itemspit,sellPrice,energyReceive,attackType,struckEnergy,initialEnergy,magicType,composeItemID,composeNeedNum,composeCostCoin,inlayLimit,hideAttr,decomposeGoods,coefficient,conversionGoods
603813,,603813,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603814,65,806007_65,65000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_100,0.8,801001
603814,,603814,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603815,70,806007_70,70000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_105,0.8,801001
603815,,603815,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603816,75,806007_75,75000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_110,0.8,801001
603816,,603816,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603817,80,806007_80,80000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_115,0.8,801001
603817,,603817,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603818,85,806007_85,85000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_120,0.8,801001
603818,,603818,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,0,90,,,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_125,0.8,801001
604901,,604901,青云剑（碎片）,2,,1,6,,,999999,Skill/602101,Icon,"法宝碎片,集齐20个可合成法宝：青云剑",,,,0,,,,,魔礼青之物，剑上有印符，挥舞此剑如风雷滚动，威势非凡,500,,1,,,1,603001,20,5600,,,801001_1,,
604902,,604902,莫邪剑（碎片）,2,,4,6,,,999999,Skill/602102,Icon,"法宝碎片,集齐40个可合成法宝：莫邪剑",,,,0,,,,,此剑有雌雄即阴阳双剑，皆以锻造者的名字命名。阳剑干将赠与了王，阴剑莫邪留给了锻造者的儿子,600,,1,,,1,603008,40,11250,,,801001_1,,
604903,,604903,飞焰剑（碎片）,2,,8,6,,,999999,Skill/602103,Icon,"法宝碎片,集齐100个可合成法宝：飞焰剑",,,,0,,,,,元素之剑,900,,1,,,1,603011,100,28100,,,801001_1,,
604904,,604904,诛仙剑（碎片）,2,,13,6,,,999999,Skill/602104,Icon,"法宝碎片,集齐250个可合成法宝：诛仙剑",,,,0,,,,,元素之剑,1200,,1,,,1,603015,250,70300,,,801001_1,,
604905,,604905,赤焰幡（碎片）,2,,1,6,,,999999,Skill/602201,Icon,"法宝碎片,集齐20个可合成法宝：赤焰幡",,,,0,,,,,降魔神器，可化辟邪真火，降妖伏魔，令群魔闻风丧胆，鬼哭狼嚎。,500,,1,,,1,603101,20,5600,,,801001_1,,
604906,,604906,追魂幡（碎片）,2,,4,6,,,999999,Skill/602202,Icon,"法宝碎片,集齐40个可合成法宝：追魂幡",,,,0,,,,,上古妖幡，可吸取万千银魂气息，妖气盖天，阴气十足,600,,1,,,1,603108,40,11250,,,801001_1,,
604907,,604907,坠星幡（碎片）,2,,8,6,,,999999,Skill/602203,Icon,"法宝碎片,集齐100个可合成法宝：坠星幡",,,,0,,,,,元素之幡,900,,1,,,1,603111,100,28100,,,801001_1,,
604908,,604908,盘古幡（碎片）,2,,13,6,,,999999,Skill/602204,Icon,"法宝碎片,集齐250个可合成法宝：盘古幡",,,,0,,,,,元素之幡,1200,,1,,,1,603115,250,70300,,,801001_1,,
604909,,604909,青莲宝色旗（碎片）,2,,1,6,,,999999,Skill/602105,Icon,"法宝碎片,集齐20个可合成法宝：青莲宝色旗",,,,0,,,,,四方旗之一，接引道人法宝。祭起时，白气悬空，金光万道，呈莲花之像，异香奇彩。,500,,1,,,1,603201,20,5600,,,801001_1,,
604910,,604910,素色云界旗（碎片）,2,,4,6,,,999999,Skill/602106,Icon,"法宝碎片,集齐40个可合成法宝：素色云界旗",,,,0,,,,,四方旗之一，瑶池西王母瑶池之宝。瓷器展开氤氲遍地，一派异香笼罩。龙吉公主，曾用该法宝助姜子牙破殷郊的番天印,500,,1,,,1,603208,40,11250,,,801001_1,,
604911,,604911,离地焰光旗（碎片）,2,,8,6,,,999999,Skill/602107,Icon,"法宝碎片,集齐100个可合成法宝：离地焰光旗",,,,0,,,,,四方旗之一,500,,1,,,1,603211,100,28100,,,801001_1,,
604912,,604912,戊己杏黄旗（碎片）,2,,13,6,,,999999,Skill/602108,Icon,"法宝碎片,集齐250个可合成法宝：戊己杏黄旗",,,,0,,,,,四方旗之一,500,,1,,,1,603215,250,70300,,,801001_1,,
604913,,604913,天绝阵（碎片）,2,,1,6,,,999999,Skill/602205,Icon,"法宝碎片,集齐20个可合成法宝：天绝阵",,,,0,,,,,截教金鳌岛秦天君秦完主持的阵法，是十绝阵头阵。秦完用次阵杀玉虚宫邓华，后被文殊广法天尊破阵。,500,,1,,,1,603301,20,5600,,,801001_1,,
604914,,604914,寒冰阵（碎片）,2,,4,6,,,999999,Skill/602206,Icon,"法宝碎片,集齐40个可合成法宝：寒冰阵",,,,0,,,,,该阵法不是一天功行就能练成，名为寒冰，实为刀山。内藏玄妙，中有风雷，上有冰山如狼牙，下游冰块如刀剑。,600,,1,,,1,603308,40,11250,,,801001_1,,
604915,,604915,化血阵（碎片）,2,,8,6,,,999999,Skill/602207,Icon,"法宝碎片,集齐100个可合成法宝：化血阵",,,,0,,,,,元素之阵,900,,1,,,1,603311,100,28100,,,801001_1,,
604916,,604916,落魂阵（碎片）,2,,13,6,,,999999,Skill/602208,Icon,"法宝碎片,集齐250个可合成法宝：落魂阵",,,,0,,,,,元素之阵,1200,,1,,,1,603315,250,70300,,,801001_1,,
604917,,604917,轮回镜（碎片）,2,,1,6,,,999999,Skill/602309,Icon,"法宝碎片,集齐20个可合成法宝：轮回镜",,,,0,,,,,轮回，是生与死的不断循环。只有无生，才能涅槃。轮回镜可以看清六道轮回之苦，超越轮回。,500,,1,,,1,603401,20,5600,,,801001_1,,
604918,,604918,七星镜（碎片）,2,,4,6,,,999999,Skill/602310,Icon,"法宝碎片,集齐40个可合成法宝：七星镜",,,,0,,,,,印有七星符印，，必须在汇聚七星之力之地才能锻造，拥有奇特的北斗星辰之力。,600,,1,,,1,603408,40,11250,,,801001_1,,
604919,,604919,万佛镜（碎片）,2,,8,6,,,999999,Skill/602311,Icon,"法宝碎片,集齐100个可合成法宝：万佛镜",,,,0,,,,,元素之镜,900,,1,,,1,603411,100,28100,,,801001_1,,
604920,,604920,镇天镜（碎片）,2,,13,6,,,999999,Skill/602312,Icon,"法宝碎片,集齐250个可合成法宝：镇天镜",,,,0,,,,,元素之镜,1200,,1,,,1,603415,250,70300,,,801001_1,,
604921,,604921,乾坤尺（碎片）,2,,1,6,,,999999,Skill/602313,Icon,"法宝碎片,集齐20个可合成法宝：乾坤尺",,,,0,,,,,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,500,,1,,,1,603501,20,5600,,,801001_1,,
604922,,604922,噬天尺（碎片）,2,,4,6,,,999999,Skill/602314,Icon,"法宝碎片,集齐40个可合成法宝：噬天尺",,,,0,,,,,集天地之灵气锻造而成，法力可通天，使用此宝物可以呼风唤雨，偷天换日。,600,,1,,,1,603508,40,11250,,,801001_1,,
604923,,604923,降妖尺（碎片）,2,,8,6,,,999999,Skill/602315,Icon,"法宝碎片,集齐100个可合成法宝：降妖尺",,,,0,,,,,元素之尺,900,,1,,,1,603511,100,28100,,,801001_1,,
604924,,604924,灵幻尺（碎片）,2,,13,6,,,999999,Skill/602316,Icon,"法宝碎片,集齐250个可合成法宝：灵幻尺",,,,0,,,,,元素之尺,1200,,1,,,1,603515,250,70300,,,801001_1,,
604925,,604925,神火轮（碎片）,2,,1,4,,,999999,Skill/602004,Icon,"法宝碎片,集齐20个可合成法宝：神火轮",,,,0,,,,,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,500,,1,,,1,603701,20,5600,,,806005_1,,
604926,,604926,雷光锤（碎片）,2,,4,7,,,999999,Skill/602003,Icon,"法宝碎片,集齐40个可合成法宝：雷光锤",,,,0,,,,,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,600,,1,,,1,603601,40,11250,,,806006_1,,
604927,,604927,战神枪（碎片）,2,,8,1,,,999999,Skill/602016,Icon,"法宝碎片,集齐100个可合成法宝：战神枪",,,,0,,,,,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,900,,1,,,1,603801,100,28100,,,806007_1,,
